Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
05.09.2025 05:30;05.09.2025 05:45;11.906,25;11.921,50;15,25;9.112,00
05.09.2025 05:45;05.09.2025 06:00;12.117,25;12.122,50;5,25;9.368,75
05.09.2025 06:00;05.09.2025 06:15;12.718,75;12.792,25;73,50;9.910,50
05.09.2025 06:15;05.09.2025 06:30;13.165,50;13.229,50;64,00;10.350,50
05.09.2025 06:30;05.09.2025 06:45;13.357,50;13.362,50;5,00;10.568,50
05.09.2025 06:45;05.09.2025 07:00;13.488,00;13.491,00;3,00;10.576,75
05.09.2025 07:00;05.09.2025 07:15;13.925,50;13.928,50;3,00;10.936,00
05.09.2025 07:15;05.09.2025 07:30;14.143,00;14.145,75;2,75;11.072,00
05.09.2025 07:30;05.09.2025 07:45;14.366,25;14.369,00;2,75;11.131,25
05.09.2025 07:45;05.09.2025 08:00;14.556,25;14.558,75;2,50;11.018,75
05.09.2025 08:00;05.09.2025 08:15;14.775,50;14.777,00;1,50;11.033,00
05.09.2025 08:15;05.09.2025 08:30;15.035,50;15.038,25;2,75;11.010,25
05.09.2025 08:30;05.09.2025 08:45;15.351,25;15.373,00;21,75;10.974,75
05.09.2025 08:45;05.09.2025 09:00;15.434,75;15.500,25;65,50;10.747,25
05.09.2025 09:00;05.09.2025 09:15;15.398,50;15.407,00;8,50;10.473,50
05.09.2025 09:15;05.09.2025 09:30;15.463,00;15.466,25;3,25;10.197,25
05.09.2025 09:30;05.09.2025 09:45;15.590,00;15.596,25;6,25;9.872,75
05.09.2025 09:45;05.09.2025 10:00;15.630,75;15.708,50;77,75;9.454,25
05.09.2025 10:00;05.09.2025 10:15;15.746,50;15.822,25;75,75;9.083,50
05.09.2025 10:15;05.09.2025 10:30;15.866,00;15.966,25;100,25;8.817,25
05.09.2025 10:30;05.09.2025 10:45;15.780,75;16.095,25;314,50;8.263,50
05.09.2025 10:45;05.09.2025 11:00;15.791,75;16.119,50;327,75;7.789,25
05.09.2025 11:00;05.09.2025 11:15;15.635,50;15.921,75;286,25;7.137,50
05.09.2025 11:15;05.09.2025 11:30;15.683,00;16.035,00;352,00;6.815,50
05.09.2025 11:30;05.09.2025 11:45;15.732,75;16.263,00;530,25;6.530,50
05.09.2025 11:45;05.09.2025 12:00;15.722,75;16.430,00;707,25;6.377,75
05.09.2025 12:00;05.09.2025 12:15;15.528,50;16.192,75;664,25;6.025,75
05.09.2025 12:15;05.09.2025 12:30;15.450,25;16.139,50;689,25;5.912,25
05.09.2025 12:30;05.09.2025 12:45;15.323,00;15.996,75;673,75;5.835,00
05.09.2025 12:45;05.09.2025 13:00;15.192,00;15.845,50;653,50;5.688,50
05.09.2025 13:00;05.09.2025 13:15;14.882,00;15.499,25;617,25;5.356,50
05.09.2025 13:15;05.09.2025 13:30;14.789,00;15.397,75;608,75;5.329,25
05.09.2025 13:30;05.09.2025 13:45;14.512,25;15.165,25;653,00;5.019,00
05.09.2025 13:45;05.09.2025 14:00;14.337,25;14.980,00;642,75;4.819,50
05.09.2025 14:00;05.09.2025 14:15;14.292,75;14.919,00;626,25;4.848,50
05.09.2025 14:15;05.09.2025 14:30;14.230,75;14.883,00;652,25;4.920,25
05.09.2025 14:30;05.09.2025 14:45;14.092,75;14.759,50;666,75;4.839,75
05.09.2025 14:45;05.09.2025 15:00;13.933,50;14.604,50;671,00;4.827,25
05.09.2025 15:00;05.09.2025 15:15;13.986,75;14.689,75;703,00;4.957,00
05.09.2025 15:15;05.09.2025 15:30;13.878,75;14.602,00;723,25;4.996,50
05.09.2025 15:30;05.09.2025 15:45;13.695,25;14.281,00;585,75;4.948,50
05.09.2025 15:45;05.09.2025 16:00;13.574,25;14.126,25;552,00;5.039,75
05.09.2025 16:00;05.09.2025 16:15;13.799,00;14.372,50;573,50;5.606,25
05.09.2025 16:15;05.09.2025 16:30;13.638,50;14.156,75;518,25;5.728,00
05.09.2025 16:30;05.09.2025 16:45;13.613,00;13.982,00;369,00;6.105,75
05.09.2025 16:45;05.09.2025 17:00;13.677,75;13.955,25;277,50;6.625,00
05.09.2025 17:00;05.09.2025 17:15;13.842,75;14.256,00;413,25;7.261,50
05.09.2025 17:15;05.09.2025 17:30;13.791,25;13.989,50;198,25;7.773,75
05.09.2025 17:30;05.09.2025 17:45;13.786,00;13.802,75;16,75;8.312,50
05.09.2025 17:45;05.09.2025 18:00;13.821,25;13.847,50;26,25;8.932,00
05.09.2025 18:00;05.09.2025 18:15;13.778,75;13.782,50;3,75;9.445,00
05.09.2025 18:15;05.09.2025 18:30;13.749,50;13.752,50;3,00;10.041,75
05.09.2025 18:30;05.09.2025 18:45;13.734,50;13.735,75;1,25;10.620,25
05.09.2025 18:45;05.09.2025 19:00;13.685,50;13.686,25;0,75;11.095,50
05.09.2025 19:00;05.09.2025 19:15;13.710,00;13.710,75;0,75;11.621,50
05.09.2025 19:15;05.09.2025 19:30;13.524,25;13.524,75;0,50;11.797,75
05.09.2025 19:30;05.09.2025 19:45;13.435,75;13.436,25;0,50;11.949,25
05.09.2025 19:45;05.09.2025 20:00;13.384,75;13.385,25;0,50;12.044,75
05.09.2025 20:00;05.09.2025 20:15;13.479,75;13.480,25;0,50;12.287,75
05.09.2025 20:15;05.09.2025 20:30;13.530,25;13.530,75;0,50;12.365,50
05.09.2025 20:30;05.09.2025 20:45;13.378,75;13.379,25;0,50;12.195,25
05.09.2025 20:45;05.09.2025 21:00;13.178,50;13.179,00;0,50;11.984,00
05.09.2025 21:00;05.09.2025 21:15;12.834,75;12.835,25;0,50;11.643,75
05.09.2025 21:15;05.09.2025 21:30;12.691,00;12.691,50;0,50;11.488,25
05.09.2025 21:30;05.09.2025 21:45;12.490,50;12.490,75;0,25;11.270,50
05.09.2025 21:45;05.09.2025 22:00;12.330,00;12.330,50;0,50;11.061,50
05.09.2025 22:00;05.09.2025 22:15;12.075,75;12.079,25;3,50;10.803,00
05.09.2025 22:15;05.09.2025 22:30;11.897,50;11.901,50;4,00;10.623,75
05.09.2025 22:30;05.09.2025 22:45;11.718,75;11.722,75;4,00;10.472,50
05.09.2025 22:45;05.09.2025 23:00;11.539,50;11.543,50;4,00;10.326,00
05.09.2025 23:00;05.09.2025 23:15;11.305,25;11.309,75;4,50;10.109,75
05.09.2025 23:15;05.09.2025 23:30;11.086,75;11.112,75;26,00;9.909,00
05.09.2025 23:30;05.09.2025 23:45;10.890,50;10.919,00;28,50;9.752,75
05.09.2025 23:45;06.09.2025 00:00;10.769,00;10.797,50;28,50;9.677,00
06.09.2025 00:00;06.09.2025 00:15;10.537,25;10.621,25;84,00;9.461,25
06.09.2025 00:15;06.09.2025 00:30;10.503,00;10.589,75;86,75;9.462,00
06.09.2025 00:30;06.09.2025 00:45;10.452,25;10.536,75;84,50;9.444,25
06.09.2025 00:45;06.09.2025 01:00;10.373,25;10.475,50;102,25;9.399,25
06.09.2025 01:00;06.09.2025 01:15;10.229,75;10.245,50;15,75;9.295,75
06.09.2025 01:15;06.09.2025 01:30;10.084,00;10.120,50;36,50;9.214,50
06.09.2025 01:30;06.09.2025 01:45;10.069,00;10.107,75;38,75;9.254,00
06.09.2025 01:45;06.09.2025 02:00;9.973,50;10.012,25;38,75;9.199,25
06.09.2025 02:00;06.09.2025 02:15;9.896,00;9.917,25;21,25;9.162,75
06.09.2025 02:15;06.09.2025 02:30;9.841,75;9.856,00;14,25;9.159,50
06.09.2025 02:30;06.09.2025 02:45;9.759,00;9.775,00;16,00;9.127,00
06.09.2025 02:45;06.09.2025 03:00;9.668,25;9.687,00;18,75;9.096,75
06.09.2025 03:00;06.09.2025 03:15;9.637,00;9.651,75;14,75;9.110,00
06.09.2025 03:15;06.09.2025 03:30;9.613,00;9.644,50;31,50;9.107,00
06.09.2025 03:30;06.09.2025 03:45;9.589,50;9.610,25;20,75;9.089,75
06.09.2025 03:45;06.09.2025 04:00;9.616,50;9.649,75;33,25;9.124,50
06.09.2025 04:00;06.09.2025 04:15;9.599,25;9.617,00;17,75;9.114,25
06.09.2025 04:15;06.09.2025 04:30;9.602,00;9.624,75;22,75;9.134,25
06.09.2025 04:30;06.09.2025 04:45;9.584,25;9.618,25;34,00;9.118,75
06.09.2025 04:45;06.09.2025 05:00;9.613,00;9.627,50;14,50;9.152,50
06.09.2025 05:00;06.09.2025 05:15;9.694,25;9.720,00;25,75;9.242,00
06.09.2025 05:15;06.09.2025 05:30;9.673,75;9.697,50;23,75;9.230,00
06.09.2025 05:30;06.09.2025 05:45;9.767,25;9.791,25;24,00;9.311,50
06.09.2025 05:45;06.09.2025 06:00;9.867,00;9.903,50;36,50;9.383,50
06.09.2025 06:00;06.09.2025 06:15;10.143,25;10.211,75;68,50;9.654,25
06.09.2025 06:15;06.09.2025 06:30;10.214,25;10.263,00;48,75;9.728,75
06.09.2025 06:30;06.09.2025 06:45;10.230,25;10.235,25;5,00;9.737,50
06.09.2025 06:45;06.09.2025 07:00;10.359,75;10.379,25;19,50;9.795,75
06.09.2025 07:00;06.09.2025 07:15;10.535,25;10.538,75;3,50;9.745,75
06.09.2025 07:15;06.09.2025 07:30;10.681,25;10.700,50;19,25;9.576,25
06.09.2025 07:30;06.09.2025 07:45;10.873,50;10.892,75;19,25;9.323,00
06.09.2025 07:45;06.09.2025 08:00;11.118,75;11.157,25;38,50;9.013,25
06.09.2025 08:00;06.09.2025 08:15;11.293,00;11.320,00;27,00;8.566,50
06.09.2025 08:15;06.09.2025 08:30;11.595,50;11.655,50;60,00;8.207,75
06.09.2025 08:30;06.09.2025 08:45;11.824,25;11.993,25;169,00;7.713,25
06.09.2025 08:45;06.09.2025 09:00;12.110,25;12.386,00;275,75;7.232,25
06.09.2025 09:00;06.09.2025 09:15;12.165,00;12.416,50;251,50;6.529,25
06.09.2025 09:15;06.09.2025 09:30;12.322,25;12.587,50;265,25;5.918,00
06.09.2025 09:30;06.09.2025 09:45;12.420,75;12.747,75;327,00;5.338,50
06.09.2025 09:45;06.09.2025 10:00;12.566,25;13.174,25;608,00;4.880,75
06.09.2025 10:00;06.09.2025 10:15;12.490,50;13.573,75;1.083,25;4.008,00
06.09.2025 10:15;06.09.2025 10:30;12.557,25;13.757,75;1.200,50;3.373,25
06.09.2025 10:30;06.09.2025 10:45;12.518,25;13.728,75;1.210,50;2.860,75
06.09.2025 10:45;06.09.2025 11:00;12.618,25;13.889,25;1.271,00;2.645,00
06.09.2025 11:00;06.09.2025 11:15;12.418,50;13.702,00;1.283,50;1.868,25
06.09.2025 11:15;06.09.2025 11:30;12.398,50;13.652,00;1.253,50;1.441,75
06.09.2025 11:30;06.09.2025 11:45;12.315,00;13.596,50;1.281,50;966,25
06.09.2025 11:45;06.09.2025 12:00;12.275,50;13.486,25;1.210,75;649,25
06.09.2025 12:00;06.09.2025 12:15;12.148,25;13.409,00;1.260,75;467,00
06.09.2025 12:15;06.09.2025 12:30;12.023,00;13.275,50;1.252,50;175,00
06.09.2025 12:30;06.09.2025 12:45;11.907,50;13.185,25;1.277,75;-35,00
06.09.2025 12:45;06.09.2025 13:00;11.829,50;13.136,75;1.307,25;-134,25
06.09.2025 13:00;06.09.2025 13:15;11.681,25;13.002,50;1.321,25;-349,25
06.09.2025 13:15;06.09.2025 13:30;11.546,00;12.843,25;1.297,25;-455,75
06.09.2025 13:30;06.09.2025 13:45;11.456,25;12.769,00;1.312,75;-534,00
06.09.2025 13:45;06.09.2025 14:00;11.514,75;12.840,75;1.326,00;-418,50
06.09.2025 14:00;06.09.2025 14:15;11.491,25;12.839,50;1.348,25;-259,50
06.09.2025 14:15;06.09.2025 14:30;11.399,50;12.775,25;1.375,75;-151,25
06.09.2025 14:30;06.09.2025 14:45;11.255,25;12.592,75;1.337,50;-142,50
06.09.2025 14:45;06.09.2025 15:00;11.011,00;12.321,00;1.310,00;-198,25
06.09.2025 15:00;06.09.2025 15:15;11.150,50;12.460,25;1.309,75;353,75
06.09.2025 15:15;06.09.2025 15:30;11.109,50;12.321,75;1.212,25;584,50
06.09.2025 15:30;06.09.2025 15:45;10.954,50;12.060,00;1.105,50;815,75
06.09.2025 15:45;06.09.2025 16:00;11.020,00;12.009,75;989,75;1.355,00
06.09.2025 16:00;06.09.2025 16:15;11.172,50;12.132,00;959,50;2.010,50
06.09.2025 16:15;06.09.2025 16:30;11.110,00;12.088,50;978,50;2.414,75
06.09.2025 16:30;06.09.2025 16:45;11.086,75;11.978,00;891,25;2.902,00
06.09.2025 16:45;06.09.2025 17:00;11.118,00;11.767,75;649,75;3.616,00
06.09.2025 17:00;06.09.2025 17:15;11.427,25;11.893,25;466,00;4.721,25
06.09.2025 17:15;06.09.2025 17:30;11.474,00;11.863,75;389,75;5.504,50
06.09.2025 17:30;06.09.2025 17:45;11.503,75;11.640,50;136,75;6.323,25
06.09.2025 17:45;06.09.2025 18:00;11.629,50;11.680,00;50,50;7.233,25
06.09.2025 18:00;06.09.2025 18:15;11.880,75;12.027,50;146,75;8.223,00
06.09.2025 18:15;06.09.2025 18:30;11.806,00;11.846,25;40,25;8.856,25
06.09.2025 18:30;06.09.2025 18:45;11.818,50;11.820,00;1,50;9.518,50
06.09.2025 18:45;06.09.2025 19:00;11.681,25;11.682,50;1,25;9.924,25
06.09.2025 19:00;06.09.2025 19:15;11.821,25;11.822,50;1,25;10.466,00
06.09.2025 19:15;06.09.2025 19:30;11.781,50;11.783,00;1,50;10.650,25
06.09.2025 19:30;06.09.2025 19:45;11.785,25;11.786,75;1,50;10.722,75
06.09.2025 19:45;06.09.2025 20:00;11.680,75;11.682,25;1,50;10.569,50
06.09.2025 20:00;06.09.2025 20:15;11.720,50;11.721,75;1,25;10.583,75
06.09.2025 20:15;06.09.2025 20:30;11.791,50;11.792,75;1,25;10.468,25
06.09.2025 20:30;06.09.2025 20:45;11.714,00;11.715,25;1,25;10.134,75
06.09.2025 20:45;06.09.2025 21:00;11.488,50;11.519,75;31,25;9.631,75
06.09.2025 21:00;06.09.2025 21:15;11.311,50;11.356,50;45,00;9.182,25
06.09.2025 21:15;06.09.2025 21:30;11.191,25;11.245,75;54,50;8.792,00
06.09.2025 21:30;06.09.2025 21:45;10.990,00;11.087,00;97,00;8.337,00
06.09.2025 21:45;06.09.2025 22:00;10.962,50;11.050,50;88,00;8.082,75
06.09.2025 22:00;06.09.2025 22:15;10.848,50;10.903,75;55,25;7.811,25
06.09.2025 22:15;06.09.2025 22:30;10.696,00;10.750,75;54,75;7.469,25
06.09.2025 22:30;06.09.2025 22:45;10.482,50;10.537,25;54,75;7.102,75
06.09.2025 22:45;06.09.2025 23:00;10.383,25;10.438,00;54,75;6.863,75
06.09.2025 23:00;06.09.2025 23:15;10.261,00;10.347,00;86,00;6.624,50
06.09.2025 23:15;06.09.2025 23:30;9.973,75;10.070,50;96,75;6.225,75
06.09.2025 23:30;06.09.2025 23:45;9.897,25;10.012,00;114,75;6.099,75
06.09.2025 23:45;07.09.2025 00:00;9.754,00;9.891,75;137,75;5.892,00
07.09.2025 00:00;07.09.2025 00:15;9.478,25;9.578,00;99,75;5.552,50
07.09.2025 00:15;07.09.2025 00:30;9.333,25;9.431,75;98,50;5.346,00
07.09.2025 00:30;07.09.2025 00:45;9.326,00;9.419,50;93,50;5.374,00
07.09.2025 00:45;07.09.2025 01:00;9.269,25;9.337,50;68,25;5.357,00
07.09.2025 01:00;07.09.2025 01:15;9.187,75;9.238,25;50,50;5.267,00
07.09.2025 01:15;07.09.2025 01:30;9.175,75;9.207,50;31,75;5.153,75
07.09.2025 01:30;07.09.2025 01:45;9.138,00;9.202,75;64,75;5.102,50
07.09.2025 01:45;07.09.2025 02:00;9.055,50;9.191,75;136,25;5.041,25
07.09.2025 02:00;07.09.2025 02:15;8.937,25;9.044,25;107,00;4.949,50
07.09.2025 02:15;07.09.2025 02:30;8.925,75;9.044,25;118,50;4.924,25
07.09.2025 02:30;07.09.2025 02:45;8.861,00;8.991,75;130,75;4.858,50
07.09.2025 02:45;07.09.2025 03:00;8.784,00;8.952,25;168,25;4.800,00
07.09.2025 03:00;07.09.2025 03:15;8.815,75;8.997,75;182,00;4.855,75
07.09.2025 03:15;07.09.2025 03:30;8.768,75;8.972,00;203,25;4.763,75
07.09.2025 03:30;07.09.2025 03:45;8.806,50;8.990,50;184,00;4.785,75
07.09.2025 03:45;07.09.2025 04:00;8.765,00;8.977,75;212,75;4.737,00
07.09.2025 04:00;07.09.2025 04:15;8.788,00;8.952,00;164,00;4.830,50
07.09.2025 04:15;07.09.2025 04:30;8.790,25;8.958,50;168,25;4.864,50
07.09.2025 04:30;07.09.2025 04:45;8.732,75;8.901,25;168,50;4.792,25
07.09.2025 04:45;07.09.2025 05:00;8.777,00;8.933,50;156,50;4.769,50
07.09.2025 05:00;07.09.2025 05:15;8.819,00;8.950,75;131,75;4.782,00
07.09.2025 05:15;07.09.2025 05:30;8.808,25;8.944,75;136,50;4.738,75
07.09.2025 05:30;07.09.2025 05:45;8.884,25;9.012,75;128,50;4.778,00
07.09.2025 05:45;07.09.2025 06:00;8.835,75;8.956,75;121,00;4.655,25
07.09.2025 06:00;07.09.2025 06:15;8.970,00;9.066,50;96,50;4.693,25
07.09.2025 06:15;07.09.2025 06:30;8.966,50;9.029,25;62,75;4.710,25
07.09.2025 06:30;07.09.2025 06:45;8.992,00;9.096,75;104,75;4.718,25
07.09.2025 06:45;07.09.2025 07:00;9.003,75;9.098,25;94,50;4.546,00
07.09.2025 07:00;07.09.2025 07:15;9.171,25;9.359,50;188,25;4.415,00
07.09.2025 07:15;07.09.2025 07:30;9.364,75;9.563,75;199,00;4.327,00
07.09.2025 07:30;07.09.2025 07:45;9.573,50;9.931,75;358,25;4.109,50
07.09.2025 07:45;07.09.2025 08:00;9.841,00;10.384,00;543,00;3.828,00
07.09.2025 08:00;07.09.2025 08:15;9.993,75;10.511,75;518,00;3.355,25
07.09.2025 08:15;07.09.2025 08:30;10.394,75;11.121,50;726,75;3.224,75
07.09.2025 08:30;07.09.2025 08:45;10.703,50;11.590,75;887,25;3.081,75
07.09.2025 08:45;07.09.2025 09:00;10.850,25;11.781,50;931,25;2.864,50
07.09.2025 09:00;07.09.2025 09:15;11.154,00;11.802,50;648,50;2.610,50
07.09.2025 09:15;07.09.2025 09:30;11.326,50;12.154,75;828,25;2.385,50
07.09.2025 09:30;07.09.2025 09:45;11.536,75;12.490,50;953,75;2.202,00
07.09.2025 09:45;07.09.2025 10:00;11.628,50;12.653,50;1.025,00;2.040,50
07.09.2025 10:00;07.09.2025 10:15;11.521,75;12.309,50;787,75;1.093,75
07.09.2025 10:15;07.09.2025 10:30;11.580,00;12.510,25;930,25;646,75
07.09.2025 10:30;07.09.2025 10:45;11.720,25;12.764,25;1.044,00;547,00
07.09.2025 10:45;07.09.2025 11:00;11.799,00;12.879,25;1.080,25;474,75
07.09.2025 11:00;07.09.2025 11:15;11.659,25;12.780,25;1.121,00;-153,25
07.09.2025 11:15;07.09.2025 11:30;11.681,50;12.817,25;1.135,75;-248,25
07.09.2025 11:30;07.09.2025 11:45;11.671,75;12.868,75;1.197,00;-163,50
07.09.2025 11:45;07.09.2025 12:00;11.706,25;12.958,00;1.251,75;-416,00
07.09.2025 12:00;07.09.2025 12:15;11.537,00;12.742,75;1.205,75;-604,25
07.09.2025 12:15;07.09.2025 12:30;11.435,75;12.738,75;1.303,00;-659,00
07.09.2025 12:30;07.09.2025 12:45;11.320,75;12.594,75;1.274,00;-677,00
07.09.2025 12:45;07.09.2025 13:00;11.325,50;12.603,75;1.278,25;-650,25
07.09.2025 13:00;07.09.2025 13:15;10.996,75;12.275,25;1.278,50;-819,50
07.09.2025 13:15;07.09.2025 13:30;10.901,50;12.200,50;1.299,00;-752,25
07.09.2025 13:30;07.09.2025 13:45;10.871,00;12.156,75;1.285,75;-640,75
07.09.2025 13:45;07.09.2025 14:00;10.758,25;12.044,50;1.286,25;-646,00
07.09.2025 14:00;07.09.2025 14:15;10.689,25;11.994,25;1.305,00;-627,00
07.09.2025 14:15;07.09.2025 14:30;10.610,50;11.911,50;1.301,00;-551,50
07.09.2025 14:30;07.09.2025 14:45;10.534,75;11.824,50;1.289,75;-605,75
07.09.2025 14:45;07.09.2025 15:00;10.373,75;11.711,25;1.337,50;-635,00
07.09.2025 15:00;07.09.2025 15:15;10.554,50;11.859,75;1.305,25;-497,75
07.09.2025 15:15;07.09.2025 15:30;10.427,50;11.718,25;1.290,75;-626,00
07.09.2025 15:30;07.09.2025 15:45;10.417,75;11.693,25;1.275,50;-665,25
07.09.2025 15:45;07.09.2025 16:00;10.402,00;11.630,75;1.228,75;-529,50
07.09.2025 16:00;07.09.2025 16:15;10.583,00;11.863,00;1.280,00;-15,50
07.09.2025 16:15;07.09.2025 16:30;10.623,50;11.863,25;1.239,75;-131,25
07.09.2025 16:30;07.09.2025 16:45;10.597,00;11.627,75;1.030,75;14,50
07.09.2025 16:45;07.09.2025 17:00;10.562,00;11.480,75;918,75;425,75
07.09.2025 17:00;07.09.2025 17:15;10.961,25;11.950,25;989,00;869,25
07.09.2025 17:15;07.09.2025 17:30;10.869,25;11.841,25;972,00;1.103,75
07.09.2025 17:30;07.09.2025 17:45;10.872,25;11.618,75;746,50;1.680,75
07.09.2025 17:45;07.09.2025 18:00;11.004,00;11.448,25;444,25;2.580,75
07.09.2025 18:00;07.09.2025 18:15;11.311,00;11.712,75;401,75;3.499,00
07.09.2025 18:15;07.09.2025 18:30;11.413,00;11.602,00;189,00;4.305,75
07.09.2025 18:30;07.09.2025 18:45;11.514,50;11.616,00;101,50;5.018,50
07.09.2025 18:45;07.09.2025 19:00;11.543,50;11.550,25;6,75;5.666,50
07.09.2025 19:00;07.09.2025 19:15;11.660,00;11.663,75;3,75;6.261,00
07.09.2025 19:15;07.09.2025 19:30;11.611,75;11.613,00;1,25;6.395,25
07.09.2025 19:30;07.09.2025 19:45;11.561,25;11.562,50;1,25;6.289,25
07.09.2025 19:45;07.09.2025 20:00;11.578,00;11.578,75;0,75;6.035,25
07.09.2025 20:00;07.09.2025 20:15;11.718,25;11.719,00;0,75;5.945,75
07.09.2025 20:15;07.09.2025 20:30;11.815,75;11.845,00;29,25;5.744,50
07.09.2025 20:30;07.09.2025 20:45;11.835,25;11.860,50;25,25;5.501,75
07.09.2025 20:45;07.09.2025 21:00;11.812,25;11.873,25;61,00;5.293,75
07.09.2025 21:00;07.09.2025 21:15;11.533,00;11.571,00;38,00;4.983,00
07.09.2025 21:15;07.09.2025 21:30;11.422,50;11.469,25;46,75;4.745,25
07.09.2025 21:30;07.09.2025 21:45;11.368,25;11.493,75;125,50;4.593,25
07.09.2025 21:45;07.09.2025 22:00;11.410,25;11.541,25;131,00;4.554,50
07.09.2025 22:00;07.09.2025 22:15;11.352,00;11.467,25;115,25;4.662,50
07.09.2025 22:15;07.09.2025 22:30;11.243,00;11.444,25;201,25;4.605,50
07.09.2025 22:30;07.09.2025 22:45;11.047,75;11.245,00;197,25;4.510,25
07.09.2025 22:45;07.09.2025 23:00;10.893,75;11.199,50;305,75;4.462,50
07.09.2025 23:00;07.09.2025 23:15;10.572,75;10.801,00;228,25;4.179,25
07.09.2025 23:15;07.09.2025 23:30;10.545,50;10.820,00;274,50;4.255,75
07.09.2025 23:30;07.09.2025 23:45;10.440,50;10.722,00;281,50;4.249,75
07.09.2025 23:45;08.09.2025 00:00;10.342,50;10.720,50;378,00;4.236,75
