Datum von;Datum bis;Generation_DE GT12 [MW] Berechnete Auflösungen;Generation_DE GT11 [MW] Berechnete Auflösungen;Generation_DE DT10 [MW] Berechnete Auflösungen
02.09.2025 04:30;02.09.2025 04:45;33,500;33,500;-
02.09.2025 04:45;02.09.2025 05:00;33,500;33,500;-
02.09.2025 05:00;02.09.2025 05:15;45,250;45,500;-
02.09.2025 05:15;02.09.2025 05:30;45,250;45,500;-
02.09.2025 05:30;02.09.2025 05:45;45,250;45,500;-
02.09.2025 05:45;02.09.2025 06:00;45,250;45,500;-
02.09.2025 06:00;02.09.2025 06:15;46,500;46,500;-
02.09.2025 06:15;02.09.2025 06:30;46,500;46,500;-
02.09.2025 06:30;02.09.2025 06:45;46,500;46,500;-
02.09.2025 06:45;02.09.2025 07:00;46,500;46,500;-
02.09.2025 07:00;02.09.2025 07:15;46,500;46,500;-
02.09.2025 07:15;02.09.2025 07:30;46,500;46,500;-
02.09.2025 07:30;02.09.2025 07:45;46,500;46,500;-
02.09.2025 07:45;02.09.2025 08:00;46,500;46,500;-
02.09.2025 08:00;02.09.2025 08:15;46,500;46,500;-
02.09.2025 08:15;02.09.2025 08:30;46,500;46,500;-
02.09.2025 08:30;02.09.2025 08:45;46,500;46,500;-
02.09.2025 08:45;02.09.2025 09:00;46,500;46,500;-
02.09.2025 09:00;02.09.2025 09:15;44,250;44,250;-
02.09.2025 09:15;02.09.2025 09:30;44,250;44,250;-
02.09.2025 09:30;02.09.2025 09:45;44,250;44,250;-
02.09.2025 09:45;02.09.2025 10:00;44,250;44,250;-
02.09.2025 10:00;02.09.2025 10:15;41,250;41,250;-
02.09.2025 10:15;02.09.2025 10:30;41,250;41,250;-
02.09.2025 10:30;02.09.2025 10:45;41,250;41,250;-
02.09.2025 10:45;02.09.2025 11:00;41,250;41,250;-
02.09.2025 11:00;02.09.2025 11:15;35,000;35,000;-
02.09.2025 11:15;02.09.2025 11:30;35,000;35,000;-
02.09.2025 11:30;02.09.2025 11:45;35,000;35,000;-
02.09.2025 11:45;02.09.2025 12:00;35,000;35,000;-
02.09.2025 12:00;02.09.2025 12:15;34,500;34,500;-
02.09.2025 12:15;02.09.2025 12:30;34,500;34,500;-
02.09.2025 12:30;02.09.2025 12:45;34,500;34,500;-
02.09.2025 12:45;02.09.2025 13:00;34,500;34,500;-
02.09.2025 13:00;02.09.2025 13:15;33,250;33,250;-
02.09.2025 13:15;02.09.2025 13:30;33,250;33,250;-
02.09.2025 13:30;02.09.2025 13:45;33,250;33,250;-
02.09.2025 13:45;02.09.2025 14:00;33,250;33,250;-
02.09.2025 14:00;02.09.2025 14:15;29,250;29,250;-
02.09.2025 14:15;02.09.2025 14:30;29,250;29,250;-
02.09.2025 14:30;02.09.2025 14:45;29,250;29,250;-
02.09.2025 14:45;02.09.2025 15:00;29,250;29,250;-
02.09.2025 15:00;02.09.2025 15:15;26,750;26,750;-
02.09.2025 15:15;02.09.2025 15:30;26,750;26,750;-
02.09.2025 15:30;02.09.2025 15:45;26,750;26,750;-
02.09.2025 15:45;02.09.2025 16:00;26,750;26,750;-
02.09.2025 16:00;02.09.2025 16:15;26,750;26,750;-
02.09.2025 16:15;02.09.2025 16:30;26,750;26,750;-
02.09.2025 16:30;02.09.2025 16:45;26,750;26,750;-
02.09.2025 16:45;02.09.2025 17:00;26,750;26,750;-
02.09.2025 17:00;02.09.2025 17:15;36,250;36,250;-
02.09.2025 17:15;02.09.2025 17:30;36,250;36,250;-
02.09.2025 17:30;02.09.2025 17:45;36,250;36,250;-
02.09.2025 17:45;02.09.2025 18:00;36,250;36,250;-
02.09.2025 18:00;02.09.2025 18:15;36,500;36,500;-
02.09.2025 18:15;02.09.2025 18:30;36,500;36,500;-
02.09.2025 18:30;02.09.2025 18:45;36,500;36,500;-
02.09.2025 18:45;02.09.2025 19:00;36,500;36,500;-
02.09.2025 19:00;02.09.2025 19:15;40,250;40,250;-
02.09.2025 19:15;02.09.2025 19:30;40,250;40,250;-
02.09.2025 19:30;02.09.2025 19:45;40,250;40,250;-
02.09.2025 19:45;02.09.2025 20:00;40,250;40,250;-
02.09.2025 20:00;02.09.2025 20:15;40,000;40,000;-
02.09.2025 20:15;02.09.2025 20:30;40,000;40,000;-
02.09.2025 20:30;02.09.2025 20:45;40,000;40,000;-
02.09.2025 20:45;02.09.2025 21:00;40,000;40,000;-
02.09.2025 21:00;02.09.2025 21:15;35,750;35,750;-
02.09.2025 21:15;02.09.2025 21:30;35,750;35,750;-
02.09.2025 21:30;02.09.2025 21:45;35,750;35,750;-
02.09.2025 21:45;02.09.2025 22:00;35,750;35,750;-
02.09.2025 22:00;02.09.2025 22:15;32,250;32,250;-
02.09.2025 22:15;02.09.2025 22:30;32,250;32,250;-
02.09.2025 22:30;02.09.2025 22:45;32,250;32,250;-
02.09.2025 22:45;02.09.2025 23:00;32,250;32,250;-
02.09.2025 23:00;02.09.2025 23:15;27,500;27,500;-
02.09.2025 23:15;02.09.2025 23:30;27,500;27,500;-
02.09.2025 23:30;02.09.2025 23:45;27,500;27,500;-
02.09.2025 23:45;03.09.2025 00:00;27,500;27,500;-
03.09.2025 00:00;03.09.2025 00:15;29,500;29,500;-
03.09.2025 00:15;03.09.2025 00:30;29,500;29,500;-
03.09.2025 00:30;03.09.2025 00:45;29,500;29,500;-
03.09.2025 00:45;03.09.2025 01:00;29,500;29,500;-
03.09.2025 01:00;03.09.2025 01:15;28,750;28,750;-
03.09.2025 01:15;03.09.2025 01:30;28,750;28,750;-
03.09.2025 01:30;03.09.2025 01:45;28,750;28,750;-
03.09.2025 01:45;03.09.2025 02:00;28,750;28,750;-
03.09.2025 02:00;03.09.2025 02:15;28,750;28,750;-
03.09.2025 02:15;03.09.2025 02:30;28,750;28,750;-
03.09.2025 02:30;03.09.2025 02:45;28,750;28,750;-
03.09.2025 02:45;03.09.2025 03:00;28,750;28,750;-
03.09.2025 03:00;03.09.2025 03:15;29,250;29,250;-
03.09.2025 03:15;03.09.2025 03:30;29,250;29,250;-
03.09.2025 03:30;03.09.2025 03:45;29,250;29,250;-
03.09.2025 03:45;03.09.2025 04:00;29,250;29,250;-
03.09.2025 04:00;03.09.2025 04:15;30,250;30,250;-
03.09.2025 04:15;03.09.2025 04:30;30,250;30,250;-
03.09.2025 04:30;03.09.2025 04:45;30,250;30,250;-
03.09.2025 04:45;03.09.2025 05:00;30,250;30,250;-
03.09.2025 05:00;03.09.2025 05:15;30,000;30,000;-
03.09.2025 05:15;03.09.2025 05:30;30,000;30,000;-
03.09.2025 05:30;03.09.2025 05:45;30,000;30,000;-
03.09.2025 05:45;03.09.2025 06:00;30,000;30,000;-
03.09.2025 06:00;03.09.2025 06:15;33,000;33,000;-
03.09.2025 06:15;03.09.2025 06:30;33,000;33,000;-
03.09.2025 06:30;03.09.2025 06:45;33,000;33,000;-
03.09.2025 06:45;03.09.2025 07:00;33,000;33,000;-
03.09.2025 07:00;03.09.2025 07:15;47,750;47,750;-
03.09.2025 07:15;03.09.2025 07:30;47,750;47,750;-
03.09.2025 07:30;03.09.2025 07:45;47,750;47,750;-
03.09.2025 07:45;03.09.2025 08:00;47,750;47,750;-
03.09.2025 08:00;03.09.2025 08:15;41,750;41,750;-
03.09.2025 08:15;03.09.2025 08:30;41,750;41,750;-
03.09.2025 08:30;03.09.2025 08:45;41,750;41,750;-
03.09.2025 08:45;03.09.2025 09:00;41,750;41,750;-
03.09.2025 09:00;03.09.2025 09:15;33,000;33,000;-
03.09.2025 09:15;03.09.2025 09:30;33,000;33,000;-
03.09.2025 09:30;03.09.2025 09:45;33,000;33,000;-
03.09.2025 09:45;03.09.2025 10:00;33,000;33,000;-
03.09.2025 10:00;03.09.2025 10:15;33,000;33,000;-
03.09.2025 10:15;03.09.2025 10:30;33,000;33,000;-
03.09.2025 10:30;03.09.2025 10:45;33,000;33,000;-
03.09.2025 10:45;03.09.2025 11:00;33,000;33,000;-
03.09.2025 11:00;03.09.2025 11:15;27,750;27,750;-
03.09.2025 11:15;03.09.2025 11:30;27,750;27,750;-
03.09.2025 11:30;03.09.2025 11:45;27,750;27,750;-
03.09.2025 11:45;03.09.2025 12:00;27,750;27,750;-
03.09.2025 12:00;03.09.2025 12:15;32,250;32,250;-
03.09.2025 12:15;03.09.2025 12:30;32,250;32,250;-
03.09.2025 12:30;03.09.2025 12:45;32,250;32,250;-
03.09.2025 12:45;03.09.2025 13:00;32,250;32,250;-
03.09.2025 13:00;03.09.2025 13:15;33,000;33,000;-
03.09.2025 13:15;03.09.2025 13:30;33,000;33,000;-
03.09.2025 13:30;03.09.2025 13:45;33,000;33,000;-
03.09.2025 13:45;03.09.2025 14:00;33,000;33,000;-
03.09.2025 14:00;03.09.2025 14:15;32,750;32,750;-
03.09.2025 14:15;03.09.2025 14:30;32,750;32,750;-
03.09.2025 14:30;03.09.2025 14:45;32,750;32,750;-
03.09.2025 14:45;03.09.2025 15:00;32,750;32,750;-
03.09.2025 15:00;03.09.2025 15:15;32,500;32,500;-
03.09.2025 15:15;03.09.2025 15:30;32,500;32,500;-
03.09.2025 15:30;03.09.2025 15:45;32,500;32,500;-
03.09.2025 15:45;03.09.2025 16:00;32,500;32,500;-
03.09.2025 16:00;03.09.2025 16:15;32,000;32,000;-
03.09.2025 16:15;03.09.2025 16:30;32,000;32,000;-
03.09.2025 16:30;03.09.2025 16:45;32,000;32,000;-
03.09.2025 16:45;03.09.2025 17:00;32,000;32,000;-
03.09.2025 17:00;03.09.2025 17:15;32,250;32,250;-
03.09.2025 17:15;03.09.2025 17:30;32,250;32,250;-
03.09.2025 17:30;03.09.2025 17:45;32,250;32,250;-
03.09.2025 17:45;03.09.2025 18:00;32,250;32,250;-
03.09.2025 18:00;03.09.2025 18:15;32,000;32,000;-
03.09.2025 18:15;03.09.2025 18:30;32,000;32,000;-
03.09.2025 18:30;03.09.2025 18:45;32,000;32,000;-
03.09.2025 18:45;03.09.2025 19:00;32,000;32,000;-
03.09.2025 19:00;03.09.2025 19:15;42,250;42,250;-
03.09.2025 19:15;03.09.2025 19:30;42,250;42,250;-
03.09.2025 19:30;03.09.2025 19:45;42,250;42,250;-
03.09.2025 19:45;03.09.2025 20:00;42,250;42,250;-
03.09.2025 20:00;03.09.2025 20:15;43,500;43,500;-
03.09.2025 20:15;03.09.2025 20:30;43,500;43,500;-
03.09.2025 20:30;03.09.2025 20:45;43,500;43,500;-
03.09.2025 20:45;03.09.2025 21:00;43,500;43,500;-
03.09.2025 21:00;03.09.2025 21:15;33,000;33,000;-
03.09.2025 21:15;03.09.2025 21:30;33,000;33,000;-
03.09.2025 21:30;03.09.2025 21:45;33,000;33,000;-
03.09.2025 21:45;03.09.2025 22:00;33,000;33,000;-
03.09.2025 22:00;03.09.2025 22:15;29,750;29,750;-
03.09.2025 22:15;03.09.2025 22:30;29,750;29,750;-
03.09.2025 22:30;03.09.2025 22:45;29,750;29,750;-
03.09.2025 22:45;03.09.2025 23:00;29,750;29,750;-
03.09.2025 23:00;03.09.2025 23:15;-;-;-
03.09.2025 23:15;03.09.2025 23:30;-;-;-
03.09.2025 23:30;03.09.2025 23:45;-;-;-
03.09.2025 23:45;04.09.2025 00:00;-;-;-
04.09.2025 00:00;04.09.2025 00:15;-;-;-
04.09.2025 00:15;04.09.2025 00:30;-;-;-
04.09.2025 00:30;04.09.2025 00:45;-;-;-
04.09.2025 00:45;04.09.2025 01:00;-;-;-
04.09.2025 01:00;04.09.2025 01:15;-;-;-
04.09.2025 01:15;04.09.2025 01:30;-;-;-
04.09.2025 01:30;04.09.2025 01:45;-;-;-
04.09.2025 01:45;04.09.2025 02:00;-;-;-
04.09.2025 02:00;04.09.2025 02:15;-;-;-
04.09.2025 02:15;04.09.2025 02:30;-;-;-
04.09.2025 02:30;04.09.2025 02:45;-;-;-
04.09.2025 02:45;04.09.2025 03:00;-;-;-
04.09.2025 03:00;04.09.2025 03:15;-;-;-
04.09.2025 03:15;04.09.2025 03:30;-;-;-
04.09.2025 03:30;04.09.2025 03:45;-;-;-
04.09.2025 03:45;04.09.2025 04:00;-;-;-
04.09.2025 04:00;04.09.2025 04:15;-;-;-
04.09.2025 04:15;04.09.2025 04:30;-;-;-
04.09.2025 04:30;04.09.2025 04:45;-;-;-
04.09.2025 04:45;04.09.2025 05:00;-;-;-
04.09.2025 05:00;04.09.2025 05:15;-;-;-
04.09.2025 05:15;04.09.2025 05:30;-;-;-
04.09.2025 05:30;04.09.2025 05:45;-;-;-
04.09.2025 05:45;04.09.2025 06:00;-;-;-
04.09.2025 06:00;04.09.2025 06:15;-;-;-
04.09.2025 06:15;04.09.2025 06:30;-;-;-
04.09.2025 06:30;04.09.2025 06:45;-;-;-
04.09.2025 06:45;04.09.2025 07:00;-;-;-
04.09.2025 07:00;04.09.2025 07:15;-;-;-
04.09.2025 07:15;04.09.2025 07:30;-;-;-
04.09.2025 07:30;04.09.2025 07:45;-;-;-
04.09.2025 07:45;04.09.2025 08:00;-;-;-
04.09.2025 08:00;04.09.2025 08:15;-;-;-
04.09.2025 08:15;04.09.2025 08:30;-;-;-
04.09.2025 08:30;04.09.2025 08:45;-;-;-
04.09.2025 08:45;04.09.2025 09:00;-;-;-
04.09.2025 09:00;04.09.2025 09:15;-;-;-
04.09.2025 09:15;04.09.2025 09:30;-;-;-
04.09.2025 09:30;04.09.2025 09:45;-;-;-
04.09.2025 09:45;04.09.2025 10:00;-;-;-
04.09.2025 10:00;04.09.2025 10:15;-;-;-
04.09.2025 10:15;04.09.2025 10:30;-;-;-
04.09.2025 10:30;04.09.2025 10:45;-;-;-
04.09.2025 10:45;04.09.2025 11:00;-;-;-
04.09.2025 11:00;04.09.2025 11:15;-;-;-
04.09.2025 11:15;04.09.2025 11:30;-;-;-
04.09.2025 11:30;04.09.2025 11:45;-;-;-
04.09.2025 11:45;04.09.2025 12:00;-;-;-
04.09.2025 12:00;04.09.2025 12:15;-;-;-
04.09.2025 12:15;04.09.2025 12:30;-;-;-
04.09.2025 12:30;04.09.2025 12:45;-;-;-
04.09.2025 12:45;04.09.2025 13:00;-;-;-
04.09.2025 13:00;04.09.2025 13:15;-;-;-
04.09.2025 13:15;04.09.2025 13:30;-;-;-
04.09.2025 13:30;04.09.2025 13:45;-;-;-
04.09.2025 13:45;04.09.2025 14:00;-;-;-
04.09.2025 14:00;04.09.2025 14:15;-;-;-
04.09.2025 14:15;04.09.2025 14:30;-;-;-
04.09.2025 14:30;04.09.2025 14:45;-;-;-
04.09.2025 14:45;04.09.2025 15:00;-;-;-
04.09.2025 15:00;04.09.2025 15:15;-;-;-
04.09.2025 15:15;04.09.2025 15:30;-;-;-
04.09.2025 15:30;04.09.2025 15:45;-;-;-
04.09.2025 15:45;04.09.2025 16:00;-;-;-
04.09.2025 16:00;04.09.2025 16:15;-;-;-
04.09.2025 16:15;04.09.2025 16:30;-;-;-
04.09.2025 16:30;04.09.2025 16:45;-;-;-
04.09.2025 16:45;04.09.2025 17:00;-;-;-
04.09.2025 17:00;04.09.2025 17:15;-;-;-
04.09.2025 17:15;04.09.2025 17:30;-;-;-
04.09.2025 17:30;04.09.2025 17:45;-;-;-
04.09.2025 17:45;04.09.2025 18:00;-;-;-
04.09.2025 18:00;04.09.2025 18:15;-;-;-
04.09.2025 18:15;04.09.2025 18:30;-;-;-
04.09.2025 18:30;04.09.2025 18:45;-;-;-
04.09.2025 18:45;04.09.2025 19:00;-;-;-
04.09.2025 19:00;04.09.2025 19:15;-;-;-
04.09.2025 19:15;04.09.2025 19:30;-;-;-
04.09.2025 19:30;04.09.2025 19:45;-;-;-
04.09.2025 19:45;04.09.2025 20:00;-;-;-
04.09.2025 20:00;04.09.2025 20:15;-;-;-
04.09.2025 20:15;04.09.2025 20:30;-;-;-
04.09.2025 20:30;04.09.2025 20:45;-;-;-
04.09.2025 20:45;04.09.2025 21:00;-;-;-
04.09.2025 21:00;04.09.2025 21:15;-;-;-
04.09.2025 21:15;04.09.2025 21:30;-;-;-
04.09.2025 21:30;04.09.2025 21:45;-;-;-
04.09.2025 21:45;04.09.2025 22:00;-;-;-
04.09.2025 22:00;04.09.2025 22:15;-;-;-
04.09.2025 22:15;04.09.2025 22:30;-;-;-
04.09.2025 22:30;04.09.2025 22:45;-;-;-
04.09.2025 22:45;04.09.2025 23:00;-;-;-
04.09.2025 23:00;04.09.2025 23:15;-;-;-
04.09.2025 23:15;04.09.2025 23:30;-;-;-
04.09.2025 23:30;04.09.2025 23:45;-;-;-
04.09.2025 23:45;05.09.2025 00:00;-;-;-
05.09.2025 00:00;05.09.2025 00:15;-;-;-
05.09.2025 00:15;05.09.2025 00:30;-;-;-
05.09.2025 00:30;05.09.2025 00:45;-;-;-
05.09.2025 00:45;05.09.2025 01:00;-;-;-
05.09.2025 01:00;05.09.2025 01:15;-;-;-
05.09.2025 01:15;05.09.2025 01:30;-;-;-
05.09.2025 01:30;05.09.2025 01:45;-;-;-
05.09.2025 01:45;05.09.2025 02:00;-;-;-
05.09.2025 02:00;05.09.2025 02:15;-;-;-
05.09.2025 02:15;05.09.2025 02:30;-;-;-
05.09.2025 02:30;05.09.2025 02:45;-;-;-
05.09.2025 02:45;05.09.2025 03:00;-;-;-
05.09.2025 03:00;05.09.2025 03:15;-;-;-
05.09.2025 03:15;05.09.2025 03:30;-;-;-
05.09.2025 03:30;05.09.2025 03:45;-;-;-
05.09.2025 03:45;05.09.2025 04:00;-;-;-
05.09.2025 04:00;05.09.2025 04:15;-;-;-
05.09.2025 04:15;05.09.2025 04:30;-;-;-
05.09.2025 04:30;05.09.2025 04:45;-;-;-
05.09.2025 04:45;05.09.2025 05:00;-;-;-
05.09.2025 05:00;05.09.2025 05:15;-;-;-
05.09.2025 05:15;05.09.2025 05:30;-;-;-
05.09.2025 05:30;05.09.2025 05:45;-;-;-
05.09.2025 05:45;05.09.2025 06:00;-;-;-
05.09.2025 06:00;05.09.2025 06:15;-;-;-
05.09.2025 06:15;05.09.2025 06:30;-;-;-
05.09.2025 06:30;05.09.2025 06:45;-;-;-
05.09.2025 06:45;05.09.2025 07:00;-;-;-
05.09.2025 07:00;05.09.2025 07:15;-;-;-
05.09.2025 07:15;05.09.2025 07:30;-;-;-
05.09.2025 07:30;05.09.2025 07:45;-;-;-
05.09.2025 07:45;05.09.2025 08:00;-;-;-
05.09.2025 08:00;05.09.2025 08:15;-;-;-
05.09.2025 08:15;05.09.2025 08:30;-;-;-
05.09.2025 08:30;05.09.2025 08:45;-;-;-
05.09.2025 08:45;05.09.2025 09:00;-;-;-
05.09.2025 09:00;05.09.2025 09:15;-;-;-
05.09.2025 09:15;05.09.2025 09:30;-;-;-
05.09.2025 09:30;05.09.2025 09:45;-;-;-
05.09.2025 09:45;05.09.2025 10:00;-;-;-
05.09.2025 10:00;05.09.2025 10:15;-;-;-
05.09.2025 10:15;05.09.2025 10:30;-;-;-
05.09.2025 10:30;05.09.2025 10:45;-;-;-
05.09.2025 10:45;05.09.2025 11:00;-;-;-
05.09.2025 11:00;05.09.2025 11:15;-;-;-
05.09.2025 11:15;05.09.2025 11:30;-;-;-
05.09.2025 11:30;05.09.2025 11:45;-;-;-
05.09.2025 11:45;05.09.2025 12:00;-;-;-
05.09.2025 12:00;05.09.2025 12:15;-;-;-
05.09.2025 12:15;05.09.2025 12:30;-;-;-
05.09.2025 12:30;05.09.2025 12:45;-;-;-
05.09.2025 12:45;05.09.2025 13:00;-;-;-
05.09.2025 13:00;05.09.2025 13:15;-;-;-
05.09.2025 13:15;05.09.2025 13:30;-;-;-
05.09.2025 13:30;05.09.2025 13:45;-;-;-
05.09.2025 13:45;05.09.2025 14:00;-;-;-
05.09.2025 14:00;05.09.2025 14:15;-;-;-
05.09.2025 14:15;05.09.2025 14:30;-;-;-
05.09.2025 14:30;05.09.2025 14:45;-;-;-
05.09.2025 14:45;05.09.2025 15:00;-;-;-
05.09.2025 15:00;05.09.2025 15:15;-;-;-
05.09.2025 15:15;05.09.2025 15:30;-;-;-
05.09.2025 15:30;05.09.2025 15:45;-;-;-
05.09.2025 15:45;05.09.2025 16:00;-;-;-
05.09.2025 16:00;05.09.2025 16:15;-;-;-
05.09.2025 16:15;05.09.2025 16:30;-;-;-
05.09.2025 16:30;05.09.2025 16:45;-;-;-
05.09.2025 16:45;05.09.2025 17:00;-;-;-
05.09.2025 17:00;05.09.2025 17:15;-;-;-
05.09.2025 17:15;05.09.2025 17:30;-;-;-
05.09.2025 17:30;05.09.2025 17:45;-;-;-
05.09.2025 17:45;05.09.2025 18:00;-;-;-
05.09.2025 18:00;05.09.2025 18:15;-;-;-
05.09.2025 18:15;05.09.2025 18:30;-;-;-
05.09.2025 18:30;05.09.2025 18:45;-;-;-
05.09.2025 18:45;05.09.2025 19:00;-;-;-
05.09.2025 19:00;05.09.2025 19:15;-;-;-
05.09.2025 19:15;05.09.2025 19:30;-;-;-
05.09.2025 19:30;05.09.2025 19:45;-;-;-
05.09.2025 19:45;05.09.2025 20:00;-;-;-
05.09.2025 20:00;05.09.2025 20:15;-;-;-
05.09.2025 20:15;05.09.2025 20:30;-;-;-
05.09.2025 20:30;05.09.2025 20:45;-;-;-
05.09.2025 20:45;05.09.2025 21:00;-;-;-
05.09.2025 21:00;05.09.2025 21:15;-;-;-
05.09.2025 21:15;05.09.2025 21:30;-;-;-
05.09.2025 21:30;05.09.2025 21:45;-;-;-
05.09.2025 21:45;05.09.2025 22:00;-;-;-
05.09.2025 22:00;05.09.2025 22:15;-;-;-
05.09.2025 22:15;05.09.2025 22:30;-;-;-
05.09.2025 22:30;05.09.2025 22:45;-;-;-
05.09.2025 22:45;05.09.2025 23:00;-;-;-
05.09.2025 23:00;05.09.2025 23:15;-;-;-
05.09.2025 23:15;05.09.2025 23:30;-;-;-
05.09.2025 23:30;05.09.2025 23:45;-;-;-
05.09.2025 23:45;06.09.2025 00:00;-;-;-
