Datum von;Datum bis;Generation_DE Block N [MW] Berechnete Auflösungen;Generation_DE Block R [MW] Berechnete Auflösungen;Generation_DE Block P [MW] Berechnete Auflösungen;Generation_DE Block Q [MW] Berechnete Auflösungen
29.08.2025 10:15;29.08.2025 10:30;0,000;0,000;90,500;196,750
29.08.2025 10:30;29.08.2025 10:45;0,000;0,000;90,500;196,750
29.08.2025 10:45;29.08.2025 11:00;0,000;0,000;90,500;196,750
29.08.2025 11:00;29.08.2025 11:15;0,000;0,000;69,750;147,250
29.08.2025 11:15;29.08.2025 11:30;0,000;0,000;69,750;147,250
29.08.2025 11:30;29.08.2025 11:45;0,000;0,000;69,750;147,250
29.08.2025 11:45;29.08.2025 12:00;0,000;0,000;69,750;147,250
29.08.2025 12:00;29.08.2025 12:15;0,000;0,000;68,250;145,250
29.08.2025 12:15;29.08.2025 12:30;0,000;0,000;68,250;145,250
29.08.2025 12:30;29.08.2025 12:45;0,000;0,000;68,250;145,250
29.08.2025 12:45;29.08.2025 13:00;0,000;0,000;68,250;145,250
29.08.2025 13:00;29.08.2025 13:15;0,000;0,000;68,500;143,750
29.08.2025 13:15;29.08.2025 13:30;0,000;0,000;68,500;143,750
29.08.2025 13:30;29.08.2025 13:45;0,000;0,000;68,500;143,750
29.08.2025 13:45;29.08.2025 14:00;0,000;0,000;68,500;143,750
29.08.2025 14:00;29.08.2025 14:15;0,000;0,000;66,750;144,250
29.08.2025 14:15;29.08.2025 14:30;0,000;0,000;66,750;144,250
29.08.2025 14:30;29.08.2025 14:45;0,000;0,000;66,750;144,250
29.08.2025 14:45;29.08.2025 15:00;0,000;0,000;66,750;144,250
29.08.2025 15:00;29.08.2025 15:15;0,000;0,000;83,750;146,750
29.08.2025 15:15;29.08.2025 15:30;0,000;0,000;83,750;146,750
29.08.2025 15:30;29.08.2025 15:45;0,000;0,000;83,750;146,750
29.08.2025 15:45;29.08.2025 16:00;0,000;0,000;83,750;146,750
29.08.2025 16:00;29.08.2025 16:15;0,000;0,000;90,750;153,750
29.08.2025 16:15;29.08.2025 16:30;0,000;0,000;90,750;153,750
29.08.2025 16:30;29.08.2025 16:45;0,000;0,000;90,750;153,750
29.08.2025 16:45;29.08.2025 17:00;0,000;0,000;90,750;153,750
29.08.2025 17:00;29.08.2025 17:15;0,000;0,000;109,000;200,750
29.08.2025 17:15;29.08.2025 17:30;0,000;0,000;109,000;200,750
29.08.2025 17:30;29.08.2025 17:45;0,000;0,000;109,000;200,750
29.08.2025 17:45;29.08.2025 18:00;0,000;0,000;109,000;200,750
29.08.2025 18:00;29.08.2025 18:15;0,000;0,000;106,000;202,250
29.08.2025 18:15;29.08.2025 18:30;0,000;0,000;106,000;202,250
29.08.2025 18:30;29.08.2025 18:45;0,000;0,000;106,000;202,250
29.08.2025 18:45;29.08.2025 19:00;0,000;0,000;106,000;202,250
29.08.2025 19:00;29.08.2025 19:15;0,000;0,000;105,750;203,250
29.08.2025 19:15;29.08.2025 19:30;0,000;0,000;105,750;203,250
29.08.2025 19:30;29.08.2025 19:45;0,000;0,000;105,750;203,250
29.08.2025 19:45;29.08.2025 20:00;0,000;0,000;105,750;203,250
29.08.2025 20:00;29.08.2025 20:15;0,000;0,000;106,000;201,750
29.08.2025 20:15;29.08.2025 20:30;0,000;0,000;106,000;201,750
29.08.2025 20:30;29.08.2025 20:45;0,000;0,000;106,000;201,750
29.08.2025 20:45;29.08.2025 21:00;0,000;0,000;106,000;201,750
29.08.2025 21:00;29.08.2025 21:15;0,000;0,000;110,500;202,750
29.08.2025 21:15;29.08.2025 21:30;0,000;0,000;110,500;202,750
29.08.2025 21:30;29.08.2025 21:45;0,000;0,000;110,500;202,750
29.08.2025 21:45;29.08.2025 22:00;0,000;0,000;110,500;202,750
29.08.2025 22:00;29.08.2025 22:15;0,000;0,000;111,000;202,750
29.08.2025 22:15;29.08.2025 22:30;0,000;0,000;111,000;202,750
29.08.2025 22:30;29.08.2025 22:45;0,000;0,000;111,000;202,750
29.08.2025 22:45;29.08.2025 23:00;0,000;0,000;111,000;202,750
29.08.2025 23:00;29.08.2025 23:15;0,000;0,000;113,000;201,750
29.08.2025 23:15;29.08.2025 23:30;0,000;0,000;113,000;201,750
29.08.2025 23:30;29.08.2025 23:45;0,000;0,000;113,000;201,750
29.08.2025 23:45;30.08.2025 00:00;0,000;0,000;113,000;201,750
30.08.2025 00:00;30.08.2025 00:15;0,000;0,000;113,750;190,000
30.08.2025 00:15;30.08.2025 00:30;0,000;0,000;113,750;190,000
30.08.2025 00:30;30.08.2025 00:45;0,000;0,000;113,750;190,000
30.08.2025 00:45;30.08.2025 01:00;0,000;0,000;113,750;190,000
30.08.2025 01:00;30.08.2025 01:15;0,000;0,000;106,750;189,750
30.08.2025 01:15;30.08.2025 01:30;0,000;0,000;106,750;189,750
30.08.2025 01:30;30.08.2025 01:45;0,000;0,000;106,750;189,750
30.08.2025 01:45;30.08.2025 02:00;0,000;0,000;106,750;189,750
30.08.2025 02:00;30.08.2025 02:15;0,000;0,000;106,250;189,750
30.08.2025 02:15;30.08.2025 02:30;0,000;0,000;106,250;189,750
30.08.2025 02:30;30.08.2025 02:45;0,000;0,000;106,250;189,750
30.08.2025 02:45;30.08.2025 03:00;0,000;0,000;106,250;189,750
30.08.2025 03:00;30.08.2025 03:15;0,000;0,000;105,750;189,750
30.08.2025 03:15;30.08.2025 03:30;0,000;0,000;105,750;189,750
30.08.2025 03:30;30.08.2025 03:45;0,000;0,000;105,750;189,750
30.08.2025 03:45;30.08.2025 04:00;0,000;0,000;105,750;189,750
30.08.2025 04:00;30.08.2025 04:15;0,000;0,000;109,250;189,750
30.08.2025 04:15;30.08.2025 04:30;0,000;0,000;109,250;189,750
30.08.2025 04:30;30.08.2025 04:45;0,000;0,000;109,250;189,750
30.08.2025 04:45;30.08.2025 05:00;0,000;0,000;109,250;189,750
30.08.2025 05:00;30.08.2025 05:15;0,000;0,000;114,250;189,750
30.08.2025 05:15;30.08.2025 05:30;0,000;0,000;114,250;189,750
30.08.2025 05:30;30.08.2025 05:45;0,000;0,000;114,250;189,750
30.08.2025 05:45;30.08.2025 06:00;0,000;0,000;114,250;189,750
30.08.2025 06:00;30.08.2025 06:15;0,000;0,000;110,750;190,000
30.08.2025 06:15;30.08.2025 06:30;0,000;0,000;110,750;190,000
30.08.2025 06:30;30.08.2025 06:45;0,000;0,000;110,750;190,000
30.08.2025 06:45;30.08.2025 07:00;0,000;0,000;110,750;190,000
30.08.2025 07:00;30.08.2025 07:15;0,000;0,000;109,500;189,250
30.08.2025 07:15;30.08.2025 07:30;0,000;0,000;109,500;189,250
30.08.2025 07:30;30.08.2025 07:45;0,000;0,000;109,500;189,250
30.08.2025 07:45;30.08.2025 08:00;0,000;0,000;109,500;189,250
30.08.2025 08:00;30.08.2025 08:15;0,000;0,000;111,750;187,750
30.08.2025 08:15;30.08.2025 08:30;0,000;0,000;111,750;187,750
30.08.2025 08:30;30.08.2025 08:45;0,000;0,000;111,750;187,750
30.08.2025 08:45;30.08.2025 09:00;0,000;0,000;111,750;187,750
30.08.2025 09:00;30.08.2025 09:15;0,000;0,000;90,250;138,000
30.08.2025 09:15;30.08.2025 09:30;0,000;0,000;90,250;138,000
30.08.2025 09:30;30.08.2025 09:45;0,000;0,000;90,250;138,000
30.08.2025 09:45;30.08.2025 10:00;0,000;0,000;90,250;138,000
30.08.2025 10:00;30.08.2025 10:15;0,000;0,000;74,500;127,000
30.08.2025 10:15;30.08.2025 10:30;0,000;0,000;74,500;127,000
30.08.2025 10:30;30.08.2025 10:45;0,000;0,000;74,500;127,000
30.08.2025 10:45;30.08.2025 11:00;0,000;0,000;74,500;127,000
30.08.2025 11:00;30.08.2025 11:15;0,000;0,000;71,750;126,250
30.08.2025 11:15;30.08.2025 11:30;0,000;0,000;71,750;126,250
30.08.2025 11:30;30.08.2025 11:45;0,000;0,000;71,750;126,250
30.08.2025 11:45;30.08.2025 12:00;0,000;0,000;71,750;126,250
30.08.2025 12:00;30.08.2025 12:15;0,000;0,000;72,500;127,000
30.08.2025 12:15;30.08.2025 12:30;0,000;0,000;72,500;127,000
30.08.2025 12:30;30.08.2025 12:45;0,000;0,000;72,500;127,000
30.08.2025 12:45;30.08.2025 13:00;0,000;0,000;72,500;127,000
30.08.2025 13:00;30.08.2025 13:15;0,000;0,000;71,250;126,250
30.08.2025 13:15;30.08.2025 13:30;0,000;0,000;71,250;126,250
30.08.2025 13:30;30.08.2025 13:45;0,000;0,000;71,250;126,250
30.08.2025 13:45;30.08.2025 14:00;0,000;0,000;71,250;126,250
30.08.2025 14:00;30.08.2025 14:15;0,000;0,000;73,250;126,250
30.08.2025 14:15;30.08.2025 14:30;0,000;0,000;73,250;126,250
30.08.2025 14:30;30.08.2025 14:45;0,000;0,000;73,250;126,250
30.08.2025 14:45;30.08.2025 15:00;0,000;0,000;73,250;126,250
30.08.2025 15:00;30.08.2025 15:15;0,000;0,000;85,750;127,000
30.08.2025 15:15;30.08.2025 15:30;0,000;0,000;85,750;127,000
30.08.2025 15:30;30.08.2025 15:45;0,000;0,000;85,750;127,000
30.08.2025 15:45;30.08.2025 16:00;0,000;0,000;85,750;127,000
30.08.2025 16:00;30.08.2025 16:15;0,000;0,000;87,750;127,250
30.08.2025 16:15;30.08.2025 16:30;0,000;0,000;87,750;127,250
30.08.2025 16:30;30.08.2025 16:45;0,000;0,000;87,750;127,250
30.08.2025 16:45;30.08.2025 17:00;0,000;0,000;87,750;127,250
30.08.2025 17:00;30.08.2025 17:15;0,000;0,000;91,000;152,000
30.08.2025 17:15;30.08.2025 17:30;0,000;0,000;91,000;152,000
30.08.2025 17:30;30.08.2025 17:45;0,000;0,000;91,000;152,000
30.08.2025 17:45;30.08.2025 18:00;0,000;0,000;91,000;152,000
30.08.2025 18:00;30.08.2025 18:15;0,000;0,000;109,250;199,750
30.08.2025 18:15;30.08.2025 18:30;0,000;0,000;109,250;199,750
30.08.2025 18:30;30.08.2025 18:45;0,000;0,000;109,250;199,750
30.08.2025 18:45;30.08.2025 19:00;0,000;0,000;109,250;199,750
30.08.2025 19:00;30.08.2025 19:15;0,000;0,000;112,750;203,250
30.08.2025 19:15;30.08.2025 19:30;0,000;0,000;112,750;203,250
30.08.2025 19:30;30.08.2025 19:45;0,000;0,000;112,750;203,250
30.08.2025 19:45;30.08.2025 20:00;0,000;0,000;112,750;203,250
30.08.2025 20:00;30.08.2025 20:15;0,000;0,000;113,250;203,250
30.08.2025 20:15;30.08.2025 20:30;0,000;0,000;113,250;203,250
30.08.2025 20:30;30.08.2025 20:45;0,000;0,000;113,250;203,250
30.08.2025 20:45;30.08.2025 21:00;0,000;0,000;113,250;203,250
30.08.2025 21:00;30.08.2025 21:15;0,000;0,000;113,500;197,500
30.08.2025 21:15;30.08.2025 21:30;0,000;0,000;113,500;197,500
30.08.2025 21:30;30.08.2025 21:45;0,000;0,000;113,500;197,500
30.08.2025 21:45;30.08.2025 22:00;0,000;0,000;113,500;197,500
30.08.2025 22:00;30.08.2025 22:15;0,000;0,000;112,000;202,000
30.08.2025 22:15;30.08.2025 22:30;0,000;0,000;112,000;202,000
30.08.2025 22:30;30.08.2025 22:45;0,000;0,000;112,000;202,000
30.08.2025 22:45;30.08.2025 23:00;0,000;0,000;112,000;202,000
30.08.2025 23:00;30.08.2025 23:15;0,000;0,000;112,250;202,750
30.08.2025 23:15;30.08.2025 23:30;0,000;0,000;112,250;202,750
30.08.2025 23:30;30.08.2025 23:45;0,000;0,000;112,250;202,750
30.08.2025 23:45;31.08.2025 00:00;0,000;0,000;112,250;202,750
31.08.2025 00:00;31.08.2025 00:15;0,000;0,000;96,000;204,250
31.08.2025 00:15;31.08.2025 00:30;0,000;0,000;96,000;204,250
31.08.2025 00:30;31.08.2025 00:45;0,000;0,000;96,000;204,250
31.08.2025 00:45;31.08.2025 01:00;0,000;0,000;96,000;204,250
31.08.2025 01:00;31.08.2025 01:15;0,000;0,000;88,000;203,750
31.08.2025 01:15;31.08.2025 01:30;0,000;0,000;88,000;203,750
31.08.2025 01:30;31.08.2025 01:45;0,000;0,000;88,000;203,750
31.08.2025 01:45;31.08.2025 02:00;0,000;0,000;88,000;203,750
31.08.2025 02:00;31.08.2025 02:15;0,000;0,000;74,000;200,000
31.08.2025 02:15;31.08.2025 02:30;0,000;0,000;74,000;200,000
31.08.2025 02:30;31.08.2025 02:45;0,000;0,000;74,000;200,000
31.08.2025 02:45;31.08.2025 03:00;0,000;0,000;74,000;200,000
31.08.2025 03:00;31.08.2025 03:15;0,000;0,000;73,750;141,000
31.08.2025 03:15;31.08.2025 03:30;0,000;0,000;73,750;141,000
31.08.2025 03:30;31.08.2025 03:45;0,000;0,000;73,750;141,000
31.08.2025 03:45;31.08.2025 04:00;0,000;0,000;73,750;141,000
31.08.2025 04:00;31.08.2025 04:15;0,000;0,000;75,750;127,000
31.08.2025 04:15;31.08.2025 04:30;0,000;0,000;75,750;127,000
31.08.2025 04:30;31.08.2025 04:45;0,000;0,000;75,750;127,000
31.08.2025 04:45;31.08.2025 05:00;0,000;0,000;75,750;127,000
31.08.2025 05:00;31.08.2025 05:15;0,000;0,000;77,250;127,000
31.08.2025 05:15;31.08.2025 05:30;0,000;0,000;77,250;127,000
31.08.2025 05:30;31.08.2025 05:45;0,000;0,000;77,250;127,000
31.08.2025 05:45;31.08.2025 06:00;0,000;0,000;77,250;127,000
31.08.2025 06:00;31.08.2025 06:15;0,000;0,000;78,500;127,250
31.08.2025 06:15;31.08.2025 06:30;0,000;0,000;78,500;127,250
31.08.2025 06:30;31.08.2025 06:45;0,000;0,000;78,500;127,250
31.08.2025 06:45;31.08.2025 07:00;0,000;0,000;78,500;127,250
31.08.2025 07:00;31.08.2025 07:15;0,000;0,000;78,250;127,500
31.08.2025 07:15;31.08.2025 07:30;0,000;0,000;78,250;127,500
31.08.2025 07:30;31.08.2025 07:45;0,000;0,000;78,250;127,500
31.08.2025 07:45;31.08.2025 08:00;0,000;0,000;78,250;127,500
31.08.2025 08:00;31.08.2025 08:15;0,000;0,000;78,250;124,250
31.08.2025 08:15;31.08.2025 08:30;0,000;0,000;78,250;124,250
31.08.2025 08:30;31.08.2025 08:45;0,000;0,000;78,250;124,250
31.08.2025 08:45;31.08.2025 09:00;0,000;0,000;78,250;124,250
31.08.2025 09:00;31.08.2025 09:15;0,000;0,000;79,500;98,250
31.08.2025 09:15;31.08.2025 09:30;0,000;0,000;79,500;98,250
31.08.2025 09:30;31.08.2025 09:45;0,000;0,000;79,500;98,250
31.08.2025 09:45;31.08.2025 10:00;0,000;0,000;79,500;98,250
31.08.2025 10:00;31.08.2025 10:15;0,000;0,000;78,500;97,000
31.08.2025 10:15;31.08.2025 10:30;0,000;0,000;78,500;97,000
31.08.2025 10:30;31.08.2025 10:45;0,000;0,000;78,500;97,000
31.08.2025 10:45;31.08.2025 11:00;0,000;0,000;78,500;97,000
31.08.2025 11:00;31.08.2025 11:15;0,000;0,000;78,500;98,750
31.08.2025 11:15;31.08.2025 11:30;0,000;0,000;78,500;98,750
31.08.2025 11:30;31.08.2025 11:45;0,000;0,000;78,500;98,750
31.08.2025 11:45;31.08.2025 12:00;0,000;0,000;78,500;98,750
31.08.2025 12:00;31.08.2025 12:15;0,000;0,000;78,000;98,500
31.08.2025 12:15;31.08.2025 12:30;0,000;0,000;78,000;98,500
31.08.2025 12:30;31.08.2025 12:45;0,000;0,000;78,000;98,500
31.08.2025 12:45;31.08.2025 13:00;0,000;0,000;78,000;98,500
31.08.2025 13:00;31.08.2025 13:15;0,000;0,000;78,000;97,500
31.08.2025 13:15;31.08.2025 13:30;0,000;0,000;78,000;97,500
31.08.2025 13:30;31.08.2025 13:45;0,000;0,000;78,000;97,500
31.08.2025 13:45;31.08.2025 14:00;0,000;0,000;78,000;97,500
31.08.2025 14:00;31.08.2025 14:15;0,000;0,000;78,750;110,750
31.08.2025 14:15;31.08.2025 14:30;0,000;0,000;78,750;110,750
31.08.2025 14:30;31.08.2025 14:45;0,000;0,000;78,750;110,750
31.08.2025 14:45;31.08.2025 15:00;0,000;0,000;78,750;110,750
31.08.2025 15:00;31.08.2025 15:15;0,000;0,000;92,500;127,000
31.08.2025 15:15;31.08.2025 15:30;0,000;0,000;92,500;127,000
31.08.2025 15:30;31.08.2025 15:45;0,000;0,000;92,500;127,000
31.08.2025 15:45;31.08.2025 16:00;0,000;0,000;92,500;127,000
31.08.2025 16:00;31.08.2025 16:15;0,000;0,000;93,500;129,250
31.08.2025 16:15;31.08.2025 16:30;0,000;0,000;93,500;129,250
31.08.2025 16:30;31.08.2025 16:45;0,000;0,000;93,500;129,250
31.08.2025 16:45;31.08.2025 17:00;0,000;0,000;93,500;129,250
31.08.2025 17:00;31.08.2025 17:15;0,000;0,000;111,500;190,750
31.08.2025 17:15;31.08.2025 17:30;0,000;0,000;111,500;190,750
31.08.2025 17:30;31.08.2025 17:45;0,000;0,000;111,500;190,750
31.08.2025 17:45;31.08.2025 18:00;0,000;0,000;111,500;190,750
31.08.2025 18:00;31.08.2025 18:15;0,000;0,000;115,250;204,250
31.08.2025 18:15;31.08.2025 18:30;0,000;0,000;115,250;204,250
31.08.2025 18:30;31.08.2025 18:45;0,000;0,000;115,250;204,250
31.08.2025 18:45;31.08.2025 19:00;0,000;0,000;115,250;204,250
31.08.2025 19:00;31.08.2025 19:15;0,000;0,000;116,250;202,250
31.08.2025 19:15;31.08.2025 19:30;0,000;0,000;116,250;202,250
31.08.2025 19:30;31.08.2025 19:45;0,000;0,000;116,250;202,250
31.08.2025 19:45;31.08.2025 20:00;0,000;0,000;116,250;202,250
31.08.2025 20:00;31.08.2025 20:15;0,000;0,000;116,750;202,750
31.08.2025 20:15;31.08.2025 20:30;0,000;0,000;116,750;202,750
31.08.2025 20:30;31.08.2025 20:45;0,000;0,000;116,750;202,750
31.08.2025 20:45;31.08.2025 21:00;0,000;0,000;116,750;202,750
31.08.2025 21:00;31.08.2025 21:15;0,000;0,000;117,250;202,250
31.08.2025 21:15;31.08.2025 21:30;0,000;0,000;117,250;202,250
31.08.2025 21:30;31.08.2025 21:45;0,000;0,000;117,250;202,250
31.08.2025 21:45;31.08.2025 22:00;0,000;0,000;117,250;202,250
31.08.2025 22:00;31.08.2025 22:15;0,000;0,000;117,750;201,000
31.08.2025 22:15;31.08.2025 22:30;0,000;0,000;117,750;201,000
31.08.2025 22:30;31.08.2025 22:45;0,000;0,000;117,750;201,000
31.08.2025 22:45;31.08.2025 23:00;0,000;0,000;117,750;201,000
31.08.2025 23:00;31.08.2025 23:15;0,000;0,000;115,750;201,000
31.08.2025 23:15;31.08.2025 23:30;0,000;0,000;115,750;201,000
31.08.2025 23:30;31.08.2025 23:45;0,000;0,000;115,750;201,000
31.08.2025 23:45;01.09.2025 00:00;0,000;0,000;115,750;201,000
01.09.2025 00:00;01.09.2025 00:15;0,000;0,000;115,250;201,750
01.09.2025 00:15;01.09.2025 00:30;0,000;0,000;115,250;201,750
01.09.2025 00:30;01.09.2025 00:45;0,000;0,000;115,250;201,750
01.09.2025 00:45;01.09.2025 01:00;0,000;0,000;115,250;201,750
01.09.2025 01:00;01.09.2025 01:15;0,000;0,000;107,250;201,500
01.09.2025 01:15;01.09.2025 01:30;0,000;0,000;107,250;201,500
01.09.2025 01:30;01.09.2025 01:45;0,000;0,000;107,250;201,500
01.09.2025 01:45;01.09.2025 02:00;0,000;0,000;107,250;201,500
01.09.2025 02:00;01.09.2025 02:15;0,000;0,000;117,250;202,000
01.09.2025 02:15;01.09.2025 02:30;0,000;0,000;117,250;202,000
01.09.2025 02:30;01.09.2025 02:45;0,000;0,000;117,250;202,000
01.09.2025 02:45;01.09.2025 03:00;0,000;0,000;117,250;202,000
01.09.2025 03:00;01.09.2025 03:15;0,000;0,000;105,000;202,250
01.09.2025 03:15;01.09.2025 03:30;0,000;0,000;105,000;202,250
01.09.2025 03:30;01.09.2025 03:45;0,000;0,000;105,000;202,250
01.09.2025 03:45;01.09.2025 04:00;0,000;0,000;105,000;202,250
01.09.2025 04:00;01.09.2025 04:15;0,000;0,000;117,000;203,500
01.09.2025 04:15;01.09.2025 04:30;0,000;0,000;117,000;203,500
01.09.2025 04:30;01.09.2025 04:45;0,000;0,000;117,000;203,500
01.09.2025 04:45;01.09.2025 05:00;0,000;0,000;117,000;203,500
01.09.2025 05:00;01.09.2025 05:15;0,000;0,000;117,000;202,750
01.09.2025 05:15;01.09.2025 05:30;0,000;0,000;117,000;202,750
01.09.2025 05:30;01.09.2025 05:45;0,000;0,000;117,000;202,750
01.09.2025 05:45;01.09.2025 06:00;0,000;0,000;117,000;202,750
01.09.2025 06:00;01.09.2025 06:15;0,000;0,000;108,750;203,500
01.09.2025 06:15;01.09.2025 06:30;0,000;0,000;108,750;203,500
01.09.2025 06:30;01.09.2025 06:45;0,000;0,000;108,750;203,500
01.09.2025 06:45;01.09.2025 07:00;0,000;0,000;108,750;203,500
01.09.2025 07:00;01.09.2025 07:15;0,000;0,000;108,000;201,500
01.09.2025 07:15;01.09.2025 07:30;0,000;0,000;108,000;201,500
01.09.2025 07:30;01.09.2025 07:45;0,000;0,000;108,000;201,500
01.09.2025 07:45;01.09.2025 08:00;0,000;0,000;108,000;201,500
01.09.2025 08:00;01.09.2025 08:15;0,000;0,000;103,000;174,750
01.09.2025 08:15;01.09.2025 08:30;0,000;0,000;103,000;174,750
01.09.2025 08:30;01.09.2025 08:45;0,000;0,000;103,000;174,750
01.09.2025 08:45;01.09.2025 09:00;0,000;0,000;103,000;174,750
01.09.2025 09:00;01.09.2025 09:15;0,000;0,000;86,750;139,750
01.09.2025 09:15;01.09.2025 09:30;0,000;0,000;86,750;139,750
01.09.2025 09:30;01.09.2025 09:45;0,000;0,000;86,750;139,750
01.09.2025 09:45;01.09.2025 10:00;0,000;0,000;86,750;139,750
01.09.2025 10:00;01.09.2025 10:15;0,000;0,000;86,750;139,250
01.09.2025 10:15;01.09.2025 10:30;0,000;0,000;86,750;139,250
01.09.2025 10:30;01.09.2025 10:45;0,000;0,000;86,750;139,250
01.09.2025 10:45;01.09.2025 11:00;0,000;0,000;86,750;139,250
01.09.2025 11:00;01.09.2025 11:15;0,000;0,000;90,250;157,000
01.09.2025 11:15;01.09.2025 11:30;0,000;0,000;90,250;157,000
01.09.2025 11:30;01.09.2025 11:45;0,000;0,000;90,250;157,000
01.09.2025 11:45;01.09.2025 12:00;0,000;0,000;90,250;157,000
01.09.2025 12:00;01.09.2025 12:15;0,000;0,000;69,750;160,500
01.09.2025 12:15;01.09.2025 12:30;0,000;0,000;69,750;160,500
01.09.2025 12:30;01.09.2025 12:45;0,000;0,000;69,750;160,500
01.09.2025 12:45;01.09.2025 13:00;0,000;0,000;69,750;160,500
01.09.2025 13:00;01.09.2025 13:15;0,000;0,000;69,750;153,750
01.09.2025 13:15;01.09.2025 13:30;0,000;0,000;69,750;153,750
01.09.2025 13:30;01.09.2025 13:45;0,000;0,000;69,750;153,750
01.09.2025 13:45;01.09.2025 14:00;0,000;0,000;69,750;153,750
01.09.2025 14:00;01.09.2025 14:15;0,000;0,000;67,500;152,500
01.09.2025 14:15;01.09.2025 14:30;0,000;0,000;67,500;152,500
01.09.2025 14:30;01.09.2025 14:45;0,000;0,000;67,500;152,500
01.09.2025 14:45;01.09.2025 15:00;0,000;0,000;67,500;152,500
01.09.2025 15:00;01.09.2025 15:15;0,000;0,000;81,500;162,250
01.09.2025 15:15;01.09.2025 15:30;0,000;0,000;81,500;162,250
01.09.2025 15:30;01.09.2025 15:45;0,000;0,000;81,500;162,250
01.09.2025 15:45;01.09.2025 16:00;0,000;0,000;81,500;162,250
01.09.2025 16:00;01.09.2025 16:15;0,000;0,000;97,500;190,750
01.09.2025 16:15;01.09.2025 16:30;0,000;0,000;97,500;190,750
01.09.2025 16:30;01.09.2025 16:45;0,000;0,000;97,500;190,750
01.09.2025 16:45;01.09.2025 17:00;0,000;0,000;97,500;190,750
01.09.2025 17:00;01.09.2025 17:15;0,000;0,000;105,500;201,000
01.09.2025 17:15;01.09.2025 17:30;0,000;0,000;105,500;201,000
01.09.2025 17:30;01.09.2025 17:45;0,000;0,000;105,500;201,000
01.09.2025 17:45;01.09.2025 18:00;0,000;0,000;105,500;201,000
01.09.2025 18:00;01.09.2025 18:15;0,000;0,000;105,250;200,500
01.09.2025 18:15;01.09.2025 18:30;0,000;0,000;105,250;200,500
01.09.2025 18:30;01.09.2025 18:45;0,000;0,000;105,250;200,500
01.09.2025 18:45;01.09.2025 19:00;0,000;0,000;105,250;200,500
01.09.2025 19:00;01.09.2025 19:15;0,000;0,000;105,250;202,000
01.09.2025 19:15;01.09.2025 19:30;0,000;0,000;105,250;202,000
01.09.2025 19:30;01.09.2025 19:45;0,000;0,000;105,250;202,000
01.09.2025 19:45;01.09.2025 20:00;0,000;0,000;105,250;202,000
01.09.2025 20:00;01.09.2025 20:15;0,000;0,000;104,750;201,750
01.09.2025 20:15;01.09.2025 20:30;0,000;0,000;104,750;201,750
01.09.2025 20:30;01.09.2025 20:45;0,000;0,000;104,750;201,750
01.09.2025 20:45;01.09.2025 21:00;0,000;0,000;104,750;201,750
01.09.2025 21:00;01.09.2025 21:15;0,000;0,000;105,500;202,750
