Datum von;Datum bis;Generation_DE Niederaußem E [MW] Berechnete Auflösungen;Generation_DE Niederaußem F [MW] Berechnete Auflösungen;Generation_DE Niederaußem G [MW] Berechnete Auflösungen;Generation_DE Niederaußem H [MW] Berechnete Auflösungen;Generation_DE Niederaußem K [MW] Berechnete Auflösungen;Generation_DE Niederaußem D [MW] Berechnete Auflösungen;Generation_DE Niederaußem A [MW] Berechnete Auflösungen;Generation_DE Niederaußem B [MW] Berechnete Auflösungen;Generation_DE Niederaußem C [MW] Berechnete Auflösungen
31.08.2025 04:30;31.08.2025 04:45;-;-;0,000;0,000;215,250;-;-;-;-
31.08.2025 04:45;31.08.2025 05:00;-;-;0,000;0,000;215,250;-;-;-;-
31.08.2025 05:00;31.08.2025 05:15;-;-;0,000;0,000;215,500;-;-;-;-
31.08.2025 05:15;31.08.2025 05:30;-;-;0,000;0,000;215,500;-;-;-;-
31.08.2025 05:30;31.08.2025 05:45;-;-;0,000;0,000;215,500;-;-;-;-
31.08.2025 05:45;31.08.2025 06:00;-;-;0,000;0,000;215,500;-;-;-;-
31.08.2025 06:00;31.08.2025 06:15;-;-;0,000;0,000;225,750;-;-;-;-
31.08.2025 06:15;31.08.2025 06:30;-;-;0,000;0,000;225,750;-;-;-;-
31.08.2025 06:30;31.08.2025 06:45;-;-;0,000;0,000;225,750;-;-;-;-
31.08.2025 06:45;31.08.2025 07:00;-;-;0,000;0,000;225,750;-;-;-;-
31.08.2025 07:00;31.08.2025 07:15;-;-;0,000;0,000;197,000;-;-;-;-
31.08.2025 07:15;31.08.2025 07:30;-;-;0,000;0,000;197,000;-;-;-;-
31.08.2025 07:30;31.08.2025 07:45;-;-;0,000;0,000;197,000;-;-;-;-
31.08.2025 07:45;31.08.2025 08:00;-;-;0,000;0,000;197,000;-;-;-;-
31.08.2025 08:00;31.08.2025 08:15;-;-;0,000;0,000;111,000;-;-;-;-
31.08.2025 08:15;31.08.2025 08:30;-;-;0,000;0,000;111,000;-;-;-;-
31.08.2025 08:30;31.08.2025 08:45;-;-;0,000;0,000;111,000;-;-;-;-
31.08.2025 08:45;31.08.2025 09:00;-;-;0,000;0,000;111,000;-;-;-;-
31.08.2025 09:00;31.08.2025 09:15;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 09:15;31.08.2025 09:30;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 09:30;31.08.2025 09:45;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 09:45;31.08.2025 10:00;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 10:00;31.08.2025 10:15;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 10:15;31.08.2025 10:30;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 10:30;31.08.2025 10:45;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 10:45;31.08.2025 11:00;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 11:00;31.08.2025 11:15;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 11:15;31.08.2025 11:30;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 11:30;31.08.2025 11:45;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 11:45;31.08.2025 12:00;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 12:00;31.08.2025 12:15;-;-;0,000;0,000;92,000;-;-;-;-
31.08.2025 12:15;31.08.2025 12:30;-;-;0,000;0,000;92,000;-;-;-;-
31.08.2025 12:30;31.08.2025 12:45;-;-;0,000;0,000;92,000;-;-;-;-
31.08.2025 12:45;31.08.2025 13:00;-;-;0,000;0,000;92,000;-;-;-;-
31.08.2025 13:00;31.08.2025 13:15;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 13:15;31.08.2025 13:30;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 13:30;31.08.2025 13:45;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 13:45;31.08.2025 14:00;-;-;0,000;0,000;92,500;-;-;-;-
31.08.2025 14:00;31.08.2025 14:15;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 14:15;31.08.2025 14:30;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 14:30;31.08.2025 14:45;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 14:45;31.08.2025 15:00;-;-;0,000;0,000;91,750;-;-;-;-
31.08.2025 15:00;31.08.2025 15:15;-;-;0,000;0,000;92,250;-;-;-;-
31.08.2025 15:15;31.08.2025 15:30;-;-;0,000;0,000;92,250;-;-;-;-
31.08.2025 15:30;31.08.2025 15:45;-;-;0,000;0,000;92,250;-;-;-;-
31.08.2025 15:45;31.08.2025 16:00;-;-;0,000;0,000;92,250;-;-;-;-
31.08.2025 16:00;31.08.2025 16:15;-;-;0,500;0,000;93,000;-;-;-;-
31.08.2025 16:15;31.08.2025 16:30;-;-;0,500;0,000;93,000;-;-;-;-
31.08.2025 16:30;31.08.2025 16:45;-;-;0,500;0,000;93,000;-;-;-;-
31.08.2025 16:45;31.08.2025 17:00;-;-;0,500;0,000;93,000;-;-;-;-
31.08.2025 17:00;31.08.2025 17:15;-;-;70,750;0,000;162,250;-;-;-;-
31.08.2025 17:15;31.08.2025 17:30;-;-;70,750;0,000;162,250;-;-;-;-
31.08.2025 17:30;31.08.2025 17:45;-;-;70,750;0,000;162,250;-;-;-;-
31.08.2025 17:45;31.08.2025 18:00;-;-;70,750;0,000;162,250;-;-;-;-
31.08.2025 18:00;31.08.2025 18:15;-;-;112,000;0,000;226,500;-;-;-;-
31.08.2025 18:15;31.08.2025 18:30;-;-;112,000;0,000;226,500;-;-;-;-
31.08.2025 18:30;31.08.2025 18:45;-;-;112,000;0,000;226,500;-;-;-;-
31.08.2025 18:45;31.08.2025 19:00;-;-;112,000;0,000;226,500;-;-;-;-
31.08.2025 19:00;31.08.2025 19:15;-;-;155,500;0,000;228,250;-;-;-;-
31.08.2025 19:15;31.08.2025 19:30;-;-;155,500;0,000;228,250;-;-;-;-
31.08.2025 19:30;31.08.2025 19:45;-;-;155,500;0,000;228,250;-;-;-;-
31.08.2025 19:45;31.08.2025 20:00;-;-;155,500;0,000;228,250;-;-;-;-
31.08.2025 20:00;31.08.2025 20:15;-;-;154,250;0,000;228,250;-;-;-;-
31.08.2025 20:15;31.08.2025 20:30;-;-;154,250;0,000;228,250;-;-;-;-
31.08.2025 20:30;31.08.2025 20:45;-;-;154,250;0,000;228,250;-;-;-;-
31.08.2025 20:45;31.08.2025 21:00;-;-;154,250;0,000;228,250;-;-;-;-
31.08.2025 21:00;31.08.2025 21:15;-;-;154,000;0,000;228,500;-;-;-;-
31.08.2025 21:15;31.08.2025 21:30;-;-;154,000;0,000;228,500;-;-;-;-
31.08.2025 21:30;31.08.2025 21:45;-;-;154,000;0,000;228,500;-;-;-;-
31.08.2025 21:45;31.08.2025 22:00;-;-;154,000;0,000;228,500;-;-;-;-
31.08.2025 22:00;31.08.2025 22:15;-;-;145,000;0,000;224,250;-;-;-;-
31.08.2025 22:15;31.08.2025 22:30;-;-;145,000;0,000;224,250;-;-;-;-
31.08.2025 22:30;31.08.2025 22:45;-;-;145,000;0,000;224,250;-;-;-;-
31.08.2025 22:45;31.08.2025 23:00;-;-;145,000;0,000;224,250;-;-;-;-
31.08.2025 23:00;31.08.2025 23:15;-;-;81,750;0,000;224,500;-;-;-;-
31.08.2025 23:15;31.08.2025 23:30;-;-;81,750;0,000;224,500;-;-;-;-
31.08.2025 23:30;31.08.2025 23:45;-;-;81,750;0,000;224,500;-;-;-;-
31.08.2025 23:45;01.09.2025 00:00;-;-;81,750;0,000;224,500;-;-;-;-
01.09.2025 00:00;01.09.2025 00:15;-;-;75,750;0,000;224,750;-;-;-;-
01.09.2025 00:15;01.09.2025 00:30;-;-;75,750;0,000;224,750;-;-;-;-
01.09.2025 00:30;01.09.2025 00:45;-;-;75,750;0,000;224,750;-;-;-;-
01.09.2025 00:45;01.09.2025 01:00;-;-;75,750;0,000;224,750;-;-;-;-
01.09.2025 01:00;01.09.2025 01:15;-;-;69,250;0,000;223,000;-;-;-;-
01.09.2025 01:15;01.09.2025 01:30;-;-;69,250;0,000;223,000;-;-;-;-
01.09.2025 01:30;01.09.2025 01:45;-;-;69,250;0,000;223,000;-;-;-;-
01.09.2025 01:45;01.09.2025 02:00;-;-;69,250;0,000;223,000;-;-;-;-
01.09.2025 02:00;01.09.2025 02:15;-;-;87,500;0,000;223,750;-;-;-;-
01.09.2025 02:15;01.09.2025 02:30;-;-;87,500;0,000;223,750;-;-;-;-
01.09.2025 02:30;01.09.2025 02:45;-;-;87,500;0,000;223,750;-;-;-;-
01.09.2025 02:45;01.09.2025 03:00;-;-;87,500;0,000;223,750;-;-;-;-
01.09.2025 03:00;01.09.2025 03:15;-;-;94,750;0,000;224,750;-;-;-;-
01.09.2025 03:15;01.09.2025 03:30;-;-;94,750;0,000;224,750;-;-;-;-
01.09.2025 03:30;01.09.2025 03:45;-;-;94,750;0,000;224,750;-;-;-;-
01.09.2025 03:45;01.09.2025 04:00;-;-;94,750;0,000;224,750;-;-;-;-
01.09.2025 04:00;01.09.2025 04:15;-;-;91,750;0,000;224,500;-;-;-;-
01.09.2025 04:15;01.09.2025 04:30;-;-;91,750;0,000;224,500;-;-;-;-
01.09.2025 04:30;01.09.2025 04:45;-;-;91,750;0,000;224,500;-;-;-;-
01.09.2025 04:45;01.09.2025 05:00;-;-;91,750;0,000;224,500;-;-;-;-
01.09.2025 05:00;01.09.2025 05:15;-;-;130,500;0,000;225,500;-;-;-;-
01.09.2025 05:15;01.09.2025 05:30;-;-;130,500;0,000;225,500;-;-;-;-
01.09.2025 05:30;01.09.2025 05:45;-;-;130,500;0,000;225,500;-;-;-;-
01.09.2025 05:45;01.09.2025 06:00;-;-;130,500;0,000;225,500;-;-;-;-
01.09.2025 06:00;01.09.2025 06:15;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 06:15;01.09.2025 06:30;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 06:30;01.09.2025 06:45;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 06:45;01.09.2025 07:00;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 07:00;01.09.2025 07:15;-;-;155,500;0,000;228,750;-;-;-;-
01.09.2025 07:15;01.09.2025 07:30;-;-;155,500;0,000;228,750;-;-;-;-
01.09.2025 07:30;01.09.2025 07:45;-;-;155,500;0,000;228,750;-;-;-;-
01.09.2025 07:45;01.09.2025 08:00;-;-;155,500;0,000;228,750;-;-;-;-
01.09.2025 08:00;01.09.2025 08:15;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 08:15;01.09.2025 08:30;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 08:30;01.09.2025 08:45;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 08:45;01.09.2025 09:00;-;-;155,250;0,000;228,500;-;-;-;-
01.09.2025 09:00;01.09.2025 09:15;-;-;152,750;0,000;223,250;-;-;-;-
01.09.2025 09:15;01.09.2025 09:30;-;-;152,750;0,000;223,250;-;-;-;-
01.09.2025 09:30;01.09.2025 09:45;-;-;152,750;0,000;223,250;-;-;-;-
01.09.2025 09:45;01.09.2025 10:00;-;-;152,750;0,000;223,250;-;-;-;-
01.09.2025 10:00;01.09.2025 10:15;-;-;153,500;0,000;216,250;-;-;-;-
01.09.2025 10:15;01.09.2025 10:30;-;-;153,500;0,000;216,250;-;-;-;-
01.09.2025 10:30;01.09.2025 10:45;-;-;153,500;0,000;216,250;-;-;-;-
01.09.2025 10:45;01.09.2025 11:00;-;-;153,500;0,000;216,250;-;-;-;-
01.09.2025 11:00;01.09.2025 11:15;-;-;12,000;0,000;145,500;-;-;-;-
01.09.2025 11:15;01.09.2025 11:30;-;-;12,000;0,000;145,500;-;-;-;-
01.09.2025 11:30;01.09.2025 11:45;-;-;12,000;0,000;145,500;-;-;-;-
01.09.2025 11:45;01.09.2025 12:00;-;-;12,000;0,000;145,500;-;-;-;-
01.09.2025 12:00;01.09.2025 12:15;-;-;0,000;0,000;169,250;-;-;-;-
01.09.2025 12:15;01.09.2025 12:30;-;-;0,000;0,000;169,250;-;-;-;-
01.09.2025 12:30;01.09.2025 12:45;-;-;0,000;0,000;169,250;-;-;-;-
01.09.2025 12:45;01.09.2025 13:00;-;-;0,000;0,000;169,250;-;-;-;-
01.09.2025 13:00;01.09.2025 13:15;-;-;7,250;0,000;196,250;-;-;-;-
01.09.2025 13:15;01.09.2025 13:30;-;-;7,250;0,000;196,250;-;-;-;-
01.09.2025 13:30;01.09.2025 13:45;-;-;7,250;0,000;196,250;-;-;-;-
01.09.2025 13:45;01.09.2025 14:00;-;-;7,250;0,000;196,250;-;-;-;-
01.09.2025 14:00;01.09.2025 14:15;-;-;79,000;0,000;216,000;-;-;-;-
01.09.2025 14:15;01.09.2025 14:30;-;-;79,000;0,000;216,000;-;-;-;-
01.09.2025 14:30;01.09.2025 14:45;-;-;79,000;0,000;216,000;-;-;-;-
01.09.2025 14:45;01.09.2025 15:00;-;-;79,000;0,000;216,000;-;-;-;-
01.09.2025 15:00;01.09.2025 15:15;-;-;94,500;0,000;221,500;-;-;-;-
01.09.2025 15:15;01.09.2025 15:30;-;-;94,500;0,000;221,500;-;-;-;-
01.09.2025 15:30;01.09.2025 15:45;-;-;94,500;0,000;221,500;-;-;-;-
01.09.2025 15:45;01.09.2025 16:00;-;-;94,500;0,000;221,500;-;-;-;-
01.09.2025 16:00;01.09.2025 16:15;-;-;152,500;0,000;223,750;-;-;-;-
01.09.2025 16:15;01.09.2025 16:30;-;-;152,500;0,000;223,750;-;-;-;-
01.09.2025 16:30;01.09.2025 16:45;-;-;152,500;0,000;223,750;-;-;-;-
01.09.2025 16:45;01.09.2025 17:00;-;-;152,500;0,000;223,750;-;-;-;-
01.09.2025 17:00;01.09.2025 17:15;-;-;154,500;0,000;227,250;-;-;-;-
01.09.2025 17:15;01.09.2025 17:30;-;-;154,500;0,000;227,250;-;-;-;-
01.09.2025 17:30;01.09.2025 17:45;-;-;154,500;0,000;227,250;-;-;-;-
01.09.2025 17:45;01.09.2025 18:00;-;-;154,500;0,000;227,250;-;-;-;-
01.09.2025 18:00;01.09.2025 18:15;-;-;155,500;0,000;232,500;-;-;-;-
01.09.2025 18:15;01.09.2025 18:30;-;-;155,500;0,000;232,500;-;-;-;-
01.09.2025 18:30;01.09.2025 18:45;-;-;155,500;0,000;232,500;-;-;-;-
01.09.2025 18:45;01.09.2025 19:00;-;-;155,500;0,000;232,500;-;-;-;-
01.09.2025 19:00;01.09.2025 19:15;-;-;156,000;0,000;234,500;-;-;-;-
01.09.2025 19:15;01.09.2025 19:30;-;-;156,000;0,000;234,500;-;-;-;-
01.09.2025 19:30;01.09.2025 19:45;-;-;156,000;0,000;234,500;-;-;-;-
01.09.2025 19:45;01.09.2025 20:00;-;-;156,000;0,000;234,500;-;-;-;-
01.09.2025 20:00;01.09.2025 20:15;-;-;155,750;0,000;233,750;-;-;-;-
01.09.2025 20:15;01.09.2025 20:30;-;-;155,750;0,000;233,750;-;-;-;-
01.09.2025 20:30;01.09.2025 20:45;-;-;155,750;0,000;233,750;-;-;-;-
01.09.2025 20:45;01.09.2025 21:00;-;-;155,750;0,000;233,750;-;-;-;-
01.09.2025 21:00;01.09.2025 21:15;-;-;154,500;0,000;228,750;-;-;-;-
01.09.2025 21:15;01.09.2025 21:30;-;-;154,500;0,000;228,750;-;-;-;-
01.09.2025 21:30;01.09.2025 21:45;-;-;154,500;0,000;228,750;-;-;-;-
01.09.2025 21:45;01.09.2025 22:00;-;-;154,500;0,000;228,750;-;-;-;-
01.09.2025 22:00;01.09.2025 22:15;-;-;155,250;0,000;228,000;-;-;-;-
01.09.2025 22:15;01.09.2025 22:30;-;-;155,250;0,000;228,000;-;-;-;-
01.09.2025 22:30;01.09.2025 22:45;-;-;155,250;0,000;228,000;-;-;-;-
01.09.2025 22:45;01.09.2025 23:00;-;-;155,250;0,000;228,000;-;-;-;-
01.09.2025 23:00;01.09.2025 23:15;-;-;145,250;0,000;226,750;-;-;-;-
01.09.2025 23:15;01.09.2025 23:30;-;-;145,250;0,000;226,750;-;-;-;-
01.09.2025 23:30;01.09.2025 23:45;-;-;145,250;0,000;226,750;-;-;-;-
01.09.2025 23:45;02.09.2025 00:00;-;-;145,250;0,000;226,750;-;-;-;-
02.09.2025 00:00;02.09.2025 00:15;-;-;46,500;0,000;225,750;-;-;-;-
02.09.2025 00:15;02.09.2025 00:30;-;-;46,500;0,000;225,750;-;-;-;-
02.09.2025 00:30;02.09.2025 00:45;-;-;46,500;0,000;225,750;-;-;-;-
02.09.2025 00:45;02.09.2025 01:00;-;-;46,500;0,000;225,750;-;-;-;-
02.09.2025 01:00;02.09.2025 01:15;-;-;0,000;0,000;225,750;-;-;-;-
02.09.2025 01:15;02.09.2025 01:30;-;-;0,000;0,000;225,750;-;-;-;-
02.09.2025 01:30;02.09.2025 01:45;-;-;0,000;0,000;225,750;-;-;-;-
02.09.2025 01:45;02.09.2025 02:00;-;-;0,000;0,000;225,750;-;-;-;-
02.09.2025 02:00;02.09.2025 02:15;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 02:15;02.09.2025 02:30;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 02:30;02.09.2025 02:45;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 02:45;02.09.2025 03:00;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 03:00;02.09.2025 03:15;-;-;0,000;0,000;225,250;-;-;-;-
02.09.2025 03:15;02.09.2025 03:30;-;-;0,000;0,000;225,250;-;-;-;-
02.09.2025 03:30;02.09.2025 03:45;-;-;0,000;0,000;225,250;-;-;-;-
02.09.2025 03:45;02.09.2025 04:00;-;-;0,000;0,000;225,250;-;-;-;-
02.09.2025 04:00;02.09.2025 04:15;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 04:15;02.09.2025 04:30;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 04:30;02.09.2025 04:45;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 04:45;02.09.2025 05:00;-;-;0,000;0,000;225,000;-;-;-;-
02.09.2025 05:00;02.09.2025 05:15;-;-;0,000;0,000;228,750;-;-;-;-
02.09.2025 05:15;02.09.2025 05:30;-;-;0,000;0,000;228,750;-;-;-;-
02.09.2025 05:30;02.09.2025 05:45;-;-;0,000;0,000;228,750;-;-;-;-
02.09.2025 05:45;02.09.2025 06:00;-;-;0,000;0,000;228,750;-;-;-;-
02.09.2025 06:00;02.09.2025 06:15;-;-;0,000;0,000;228,250;-;-;-;-
02.09.2025 06:15;02.09.2025 06:30;-;-;0,000;0,000;228,250;-;-;-;-
02.09.2025 06:30;02.09.2025 06:45;-;-;0,000;0,000;228,250;-;-;-;-
02.09.2025 06:45;02.09.2025 07:00;-;-;0,000;0,000;228,250;-;-;-;-
02.09.2025 07:00;02.09.2025 07:15;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 07:15;02.09.2025 07:30;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 07:30;02.09.2025 07:45;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 07:45;02.09.2025 08:00;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 08:00;02.09.2025 08:15;-;-;0,000;0,000;230,250;-;-;-;-
02.09.2025 08:15;02.09.2025 08:30;-;-;0,000;0,000;230,250;-;-;-;-
02.09.2025 08:30;02.09.2025 08:45;-;-;0,000;0,000;230,250;-;-;-;-
02.09.2025 08:45;02.09.2025 09:00;-;-;0,000;0,000;230,250;-;-;-;-
02.09.2025 09:00;02.09.2025 09:15;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 09:15;02.09.2025 09:30;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 09:30;02.09.2025 09:45;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 09:45;02.09.2025 10:00;-;-;0,000;0,000;229,250;-;-;-;-
02.09.2025 10:00;02.09.2025 10:15;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 10:15;02.09.2025 10:30;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 10:30;02.09.2025 10:45;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 10:45;02.09.2025 11:00;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 11:00;02.09.2025 11:15;-;-;0,000;0,000;210,500;-;-;-;-
02.09.2025 11:15;02.09.2025 11:30;-;-;0,000;0,000;210,500;-;-;-;-
02.09.2025 11:30;02.09.2025 11:45;-;-;0,000;0,000;210,500;-;-;-;-
02.09.2025 11:45;02.09.2025 12:00;-;-;0,000;0,000;210,500;-;-;-;-
02.09.2025 12:00;02.09.2025 12:15;-;-;0,000;0,000;147,750;-;-;-;-
02.09.2025 12:15;02.09.2025 12:30;-;-;0,000;0,000;147,750;-;-;-;-
02.09.2025 12:30;02.09.2025 12:45;-;-;0,000;0,000;147,750;-;-;-;-
02.09.2025 12:45;02.09.2025 13:00;-;-;0,000;0,000;147,750;-;-;-;-
02.09.2025 13:00;02.09.2025 13:15;-;-;0,000;0,000;93,000;-;-;-;-
02.09.2025 13:15;02.09.2025 13:30;-;-;0,000;0,000;93,000;-;-;-;-
02.09.2025 13:30;02.09.2025 13:45;-;-;0,000;0,000;93,000;-;-;-;-
02.09.2025 13:45;02.09.2025 14:00;-;-;0,000;0,000;93,000;-;-;-;-
02.09.2025 14:00;02.09.2025 14:15;-;-;0,000;0,000;120,750;-;-;-;-
02.09.2025 14:15;02.09.2025 14:30;-;-;0,000;0,000;120,750;-;-;-;-
02.09.2025 14:30;02.09.2025 14:45;-;-;0,000;0,000;120,750;-;-;-;-
02.09.2025 14:45;02.09.2025 15:00;-;-;0,000;0,000;120,750;-;-;-;-
02.09.2025 15:00;02.09.2025 15:15;-;-;0,000;0,000;188,250;-;-;-;-
02.09.2025 15:15;02.09.2025 15:30;-;-;0,000;0,000;188,250;-;-;-;-
02.09.2025 15:30;02.09.2025 15:45;-;-;0,000;0,000;188,250;-;-;-;-
02.09.2025 15:45;02.09.2025 16:00;-;-;0,000;0,000;188,250;-;-;-;-
02.09.2025 16:00;02.09.2025 16:15;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 16:15;02.09.2025 16:30;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 16:30;02.09.2025 16:45;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 16:45;02.09.2025 17:00;-;-;0,000;0,000;224,500;-;-;-;-
02.09.2025 17:00;02.09.2025 17:15;-;-;0,000;0,000;225,500;-;-;-;-
02.09.2025 17:15;02.09.2025 17:30;-;-;0,000;0,000;225,500;-;-;-;-
02.09.2025 17:30;02.09.2025 17:45;-;-;0,000;0,000;225,500;-;-;-;-
02.09.2025 17:45;02.09.2025 18:00;-;-;0,000;0,000;225,500;-;-;-;-
02.09.2025 18:00;02.09.2025 18:15;-;-;0,000;0,000;233,500;-;-;-;-
02.09.2025 18:15;02.09.2025 18:30;-;-;0,000;0,000;233,500;-;-;-;-
02.09.2025 18:30;02.09.2025 18:45;-;-;0,000;0,000;233,500;-;-;-;-
02.09.2025 18:45;02.09.2025 19:00;-;-;0,000;0,000;233,500;-;-;-;-
02.09.2025 19:00;02.09.2025 19:15;-;-;0,000;0,000;233,000;-;-;-;-
02.09.2025 19:15;02.09.2025 19:30;-;-;0,000;0,000;233,000;-;-;-;-
02.09.2025 19:30;02.09.2025 19:45;-;-;0,000;0,000;233,000;-;-;-;-
02.09.2025 19:45;02.09.2025 20:00;-;-;0,000;0,000;233,000;-;-;-;-
02.09.2025 20:00;02.09.2025 20:15;-;-;0,000;0,000;232,750;-;-;-;-
02.09.2025 20:15;02.09.2025 20:30;-;-;0,000;0,000;232,750;-;-;-;-
